电影名,评分,评价人数,链接,时间,演员,imdb_link
地球脉动第一季,9.7,20001.0,https://movie.douban.com/subject/1871906/,2006-02-27 00:00:00,"['戴维·阿滕伯勒', '西格妮·韦弗', '英国', 'www.planet-earth.com'",
地球脉动第二季,9.9,12578.0,https://movie.douban.com/subject/26733371/,2016-11-06(英国),"['戴维·阿滕伯勒', '英国', 'www.bbc.co.uk/programmes/p02544",
地道战,8.2,37026.0,https://movie.douban.com/subject/3033864/,朱龙广,"['张勇手', '刘秀杰', '刘江 ', '王炳彧', '中国']",
地铁惊魂,6.6,26148.0,https://movie.douban.com/subject/2974273/,2009-06-12(美国),"['丹泽尔·华盛顿', '约翰·特拉沃尔塔', '约翰·特托罗', '维克多·高佳卡', '路易斯·",
地雷战,8,21716.0,https://movie.douban.com/subject/1464540/,1963-05,"['白大钧', '吴健海', '张长瑞', '张杰', '张汉荫']",
坏孩子的天空,8.4,35190.0,https://movie.douban.com/subject/1299062/,1996-07-27 00:00:00,"['金子贤', '安藤政信', '石桥凌', '森本治行', '寺岛进']",
坏家伙们,8.2,10262.0,https://movie.douban.com/subject/25811005/,2014-10-04(韩国),"['金相中', '马东锡', '朴海镇', '赵东赫', '姜艺媛']",
坚不可摧,6.8,18930.0,https://movie.douban.com/subject/10548265/,2014-11-17(悉尼首映),"['2014-12-25(美国)', '2015-01-30(中国大陆)', '杰克·奥康奈尔', ",
坠入,8.8,40726.0,https://movie.douban.com/subject/1890572/,2006-09-09(多伦多电影节),"['凯婷卡·安塔鲁', '贾斯蒂恩·瓦戴尔', '李·佩斯', 'Kim Uylenbroek', ",
垫底辣妹,8.1,113385.0,https://movie.douban.com/subject/26259677/,2015-05-01(日本),"['2016-04-14(中国大陆)', '有村架纯', '伊藤淳史', '吉田羊', '田中哲司'",
埃及王子,8,25789.0,https://movie.douban.com/subject/1291587/,1998-12-18(美国),"['方·基默', 'Ralph Fiennes', '米歇尔·菲佛', '桑德拉·布洛克', '杰夫",
埃及艳后,7.7,25228.0,https://movie.douban.com/subject/1292550/,1963-06-12(美国),"['伊丽莎白·泰勒', '理查德·伯顿', '雷克斯·哈里森', '休姆·克罗宁', '马丁·兰道'",
城南旧事,8.7,23562.0,https://movie.douban.com/subject/1300894/,沈洁,"['张丰毅', '张闽', '郑振瑶', '严翔', '中国大陆']",
城市之光,9.2,35059.0,https://movie.douban.com/subject/1293908/,1931-01-30(洛杉矶首映),"['1931-03-07(美国)', '查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李',",
城市广场,8,12890.0,https://movie.douban.com/subject/3007809/,2009-10-09 00:00:00,"['蕾切尔·薇兹', '麦克思·明格拉', '奥斯卡·伊萨克', 'Ashraf Ghoniem',",
城市猎人,8.1,50768.0,https://movie.douban.com/subject/6013893/,2011-05-25(韩国),"['李敏镐', '朴敏英', '李俊赫', '具荷拉', '黄善熙']",
基督再临,5.1,10970.0,https://movie.douban.com/subject/2983986/,2010-01-21 00:00:00,"['保罗·贝坦尼', '丹尼斯·奎德', '卢卡斯·布莱克', '凯特·沃什', '泰瑞斯·吉布森'",
堕落天使,8,57159.0,https://movie.douban.com/subject/1298112/,1995-09-06(香港),"['黎明', '李嘉欣', '金城武', '杨采妮', '莫文蔚']",
堕落的艺术,8.6,29826.0,https://movie.douban.com/subject/1434184/,2004-09-23(波兰),"['阿尔卡迪乌什·雅库比克', 'Marcin Kudelka', 'Dariusz Toczek'",
墨水心,6.3,25390.0,https://movie.douban.com/subject/1941242/,2008-12-11(德国),"['伊丽莎·班尼特', '布兰登·费舍', '保罗·贝坦尼', '海伦·米伦', '西耶娜·盖尔利'",
墨西哥往事,7.4,17142.0,https://movie.douban.com/subject/1307678/,2003-09-12(美国),"['安东尼奥·班德拉斯', '萨尔玛·海耶克', '约翰尼·德普', '威廉·达福', '米基·洛克",
壁花少年,7.9,109273.0,https://movie.douban.com/subject/4847665/,2012-09-08(多伦多国际电影节),"['2012-09-21(美国)', '罗根·勒曼', '艾玛·沃森', '埃兹拉·米勒', '妮娜",
士兵突击,9.2,53154.0,https://movie.douban.com/subject/2154096/,2006-12-24(中国大陆),"['王宝强', '陈思诚', '段奕宏', '张译', '邢佳栋']",
处刑人,8.2,30414.0,https://movie.douban.com/subject/1469049/,1999-08-04(德国慕尼黑电影节),"['威廉·达福', '肖恩·派特里克·弗兰纳里', '诺曼·瑞杜斯', '大卫·德拉·洛可', '罗",
处刑人2,7.1,12317.0,https://movie.douban.com/subject/3238076/,2009-10-30 00:00:00,"['肖恩·派特里克·弗兰纳里', '诺曼·瑞杜斯', '比利·康诺利', '小克利夫顿·克林斯', ",
复仇,6.7,17438.0,https://movie.douban.com/subject/3302627/,2009-05-20(法国),"['2009-08-20(香港)', '约翰尼·哈里戴', '黄秋生', '林家栋', '林雪']",
复仇者联盟2：奥创纪元,7.1,188890.0,https://movie.douban.com/subject/10741834/,2015-05-01(美国),"['2015-05-12(中国大陆)', '小罗伯特·唐尼', '克里斯·海姆斯沃斯', '马克·鲁",
夏日么么茶,6.7,61870.0,https://movie.douban.com/subject/1297291/,2000-08-12(香港),"['郑秀文', '任贤齐', '谷德昭', '阿牛', '王凯蒂']",
夏日之王,7.4,10084.0,https://movie.douban.com/subject/20415220/,2013-01-19(圣丹斯电影节),"['2013-05-31(美国)', '加布里埃尔·巴索', '尼克·罗宾森', '莫伊塞斯·阿里亚",
夏日大作战,8.6,93672.0,https://movie.douban.com/subject/3908423/,2009-08-01 00:00:00,"['神木隆之介', '谷村美月', '樱庭奈奈美', '斋藤步', '横川贵大']",
夏有乔木雅望天堂,4.7,37316.0,https://movie.douban.com/subject/25843976/,2016-08-05(中国大陆),"['吴亦凡', '韩庚', '卢杉', '包贝尔', '周元']",
夏洛特烦恼,7.4,312340.0,https://movie.douban.com/subject/25964071/,2015-09-30(中国大陆),"['沈腾', '马丽', '尹正', '艾伦', '王智']",
夏洛特的网,7.9,38782.0,https://movie.douban.com/subject/1457218/,2006-12-15(美国),"['达科塔·范宁', '史蒂夫·布西密', '朱莉娅·罗伯茨', '罗伯特·雷德福', '约翰·克立",
夏目友人帐,9.3,75686.0,https://movie.douban.com/subject/3060542/,2008-07-07(日本),"['神谷浩史', '井上和彦', '小林沙苗', '石田彰', '堀江一真']",
夏目友人帐第三季,9.4,36095.0,https://movie.douban.com/subject/5967223/,2011-07-04(日本),"['神谷浩史', '井上和彦', '小林沙苗', '石田彰', '堀江一真']",
夏目友人帐第二季,9.4,47461.0,https://movie.douban.com/subject/3284269/,2009-01-05(日本),"['神谷浩史', '井上和彦', '石田彰', '小林沙苗', '伊藤美纪']",
夏目友人帐第四季,9.4,30758.0,https://movie.douban.com/subject/6855097/,2012-01-02(日本),"['神谷浩史', '井上和彦', '小林沙苗', '石田彰', '日本']",
夕阳天使,6.6,42600.0,https://movie.douban.com/subject/1300608/,2002-08-22 00:00:00,"['舒淇', '赵薇', '莫文蔚', '宋承宪', '卫志豪']",
外出,6.4,17818.0,https://movie.douban.com/subject/1422089/,2005-09-07(韩国),"['裴勇俊', '孙艺珍', '柳承秀', '刘胜穆', '崔秀珍']",
夜·上海,6.6,27535.0,https://movie.douban.com/subject/1788392/,2007-06-26(中国大陆),"['赵薇', '本木雅弘', '郭品超', '塚本高史', '西田尚美']",
夜·店,6.6,121770.0,https://movie.douban.com/subject/3683409/,2009-07-24 00:00:00,"['徐峥', '李小璐', '乔任梁', '杨青', '张嘉译']",
夜半歌声,7.9,40958.0,https://movie.douban.com/subject/1304826/,1995-07-22(香港),"['张国荣', '吴倩莲', '黄磊', '刘琳', '司徒慧焯']",
夜行动物,7.7,12896.0,https://movie.douban.com/subject/26353372/,2016-09-02(威尼斯电影节),"['2016-12-09(美国)', '艾米·亚当斯', '杰克·吉伦哈尔', '迈克尔·珊农', ",
夜行者,8.2,93729.0,https://movie.douban.com/subject/25750969/,2014-09-05(多伦多电影节),"['2014-10-31(美国)', '杰克·吉伦哈尔', '里兹·阿迈德', '蕾妮·罗素', '",
夜访吸血鬼,8.3,177071.0,https://movie.douban.com/subject/1299327/,1994-11-11 00:00:00,"['布拉德·皮特', '汤姆·克鲁斯', '克斯汀·邓斯特', '克里斯蒂安·史莱特', '坦迪·牛",
夜魔,7.1,15209.0,https://movie.douban.com/subject/2252778/,2009-07-31(美国),"['玛德琳·奇玛', '安德里亚·罗斯', '乔什·斯图沃特', 'Juan Fernández',",
大上海,6.6,55762.0,https://movie.douban.com/subject/10540066/,2012-12-21(中国大陆),"['周润发', '黄晓明', '洪金宝', '吴镇宇', '袁泉']",
大佬,8.3,13786.0,https://movie.douban.com/subject/1294181/,2000-09-09(威尼斯电影节),"['2001-01-27(日本)', '北野武', '欧玛·艾普斯', '真木藏人', '加藤雅也'",
大侦探福尔摩斯2：诡影游戏,7.5,136734.0,https://movie.douban.com/subject/4051753/,2011-12-16(美国),"['2012-01-15(中国大陆)', '小罗伯特·唐尼', '裘德·洛', '瑞秋·麦克亚当斯'",
大兵小将,6.8,95622.0,https://movie.douban.com/subject/3279107/,2010-02-14(中国大陆),"['成龙', '王力宏', '刘承俊', '杜玉明', '林鹏']",
大力水手第一季,8.4,52806.0,https://movie.douban.com/subject/1781636/,1967-10-26(美国),"['美国', 'E.C. Segar', '大力水手', '30分钟', '大力水手']",
大力神,4.8,14279.0,https://movie.douban.com/subject/24859795/,2014-01-10(美国),"['2014-04-11(中国大陆)', '凯南·鲁兹', '盖亚·维斯', '斯科特·阿金斯', ",
大卫·戈尔的一生,8.7,71699.0,https://movie.douban.com/subject/1305725/,2003-02-21(美国),"['凯文·史派西', '凯特·温丝莱特', '劳拉·琳妮', '加布里埃尔·曼', '梅丽莎·麦卡西",
大厨,7.1,11326.0,https://movie.douban.com/subject/6731985/,2012-03-07(法国),"['让·雷诺', '迈克尔·扬', 'Raphaëlle Agogué', '朱利安·波义塞利尔',",
大唐玄奘,5.2,14758.0,https://movie.douban.com/subject/26389697/,2016-04-29(中国大陆),"['黄晓明', '徐峥', '蒲巴甲', '罗晋', '汤镇业']",
大地惊雷,8.1,46595.0,https://movie.douban.com/subject/3626372/,2010-12-22(美国),"['杰夫·布里吉斯', '马特·达蒙', '乔什·布洛林', '海莉·斯坦菲尔德', '巴里·佩珀'",
大太监,6.8,13511.0,https://movie.douban.com/subject/5384573/,2012-11-05 00:00:00,"['黎耀祥', '米雪', '胡定欣 ', '梁烈唯', '李施嬅']",
大头儿子和小头爸爸,7.7,30514.0,https://movie.douban.com/subject/2148394/,姚培华,"['符冲', '范楚绒', '中国大陆', '崔世昱', '10分钟']",
大宅门,9.2,45444.0,https://movie.douban.com/subject/2181930/,2001-04-15(中国大陆),"['2001-06-04(香港)', '斯琴高娃', '刘佩琦', '陈宝国', '蒋雯丽']",
大宋提刑官,8.6,14276.0,https://movie.douban.com/subject/2239292/,2005-03-20(中国大陆),"['何冰', '罗海琼', '谢兰', '王海燕', '郭达']",
大富之家,7.6,13895.0,https://movie.douban.com/subject/1296897/,1994-02-06(香港),"['黄百鸣', '梁家辉', '张国荣', '毛舜筠', '刘青云']",
大川端侦探社,8.5,26814.0,https://movie.douban.com/subject/25804453/,2014-04-18(日本),"['小田切让', '石桥莲司', '小泉麻耶', '矢部享佑', '诹访太朗']",
大开眼戒,7.6,47616.0,https://movie.douban.com/subject/1300275/,1999-07-16(美国),"['1999-09-10(英国)', '汤姆·克鲁斯', '妮可·基德曼', 'Madison Eg",
大时代,9.1,26199.0,https://movie.douban.com/subject/1878605/,1992-10-05(香港),"['刘青云', '周慧敏', '郭蔼明', '郑少秋', '李丽珍']",
大明猩,5.5,12539.0,https://movie.douban.com/subject/5919333/,2013-07-17(韩国),"['2013-07-18(中国大陆)', '徐娇', '成东日', '金康宇', '金应洙']",
大明王朝1566,9.5,13702.0,https://movie.douban.com/subject/2210001/,2007-01-08(中国大陆),"['陈宝国', '黄志忠', '倪大红', '王庆祥', '郭东文']",
大梦想家,7.6,13430.0,https://movie.douban.com/subject/10756518/,2013-12-13(美国),"['艾玛·汤普森', '汤姆·汉克斯', '保罗·吉亚玛提', '詹森·舒瓦兹曼', '科林·法瑞尔",
大歌唱家,8.6,11150.0,https://movie.douban.com/subject/1966126/,2005-11-23 00:00:00,"['匈牙利', 'Géza M. Tóth', '4分41秒', '大歌唱家', '动画']",
大毒枭,7.9,13925.0,https://movie.douban.com/subject/1304490/,2001-03-29 00:00:00,"['约翰尼·德普', '佩内洛普·克鲁兹', '弗兰卡·波坦特', '瑞切尔·格里菲斯', '詹迪·",
大河恋,8.4,41835.0,https://movie.douban.com/subject/1292718/,1992-09-13 00:00:00,"['布拉德·皮特', '克莱格·谢佛', '汤姆·斯凯里特', '布兰达·布莱斯', '伊迪·迈克莱",
大灌篮,5.2,81443.0,https://movie.douban.com/subject/1950525/,2008-02-07(香港/台湾),"['2008-02-08(中国大陆)', '周杰伦', '陈柏霖', '陈楚河', '蔡卓妍']",
大白鲨,7.6,40667.0,https://movie.douban.com/subject/1294941/,1975-06-20 00:00:00,"['罗伊·沙伊德尔', '罗伯特·肖', '理查德·德莱弗斯', '洛兰·加里', '莫瑞·汉密尔顿",
大盗贼,9.3,27060.0,https://movie.douban.com/subject/1899125/,翁振新,"['戴欣', '范婕', '尚华', '舒蓉', '中国大陆']",
大眼仔的新车,7.4,16587.0,https://movie.douban.com/subject/1470602/,2002-05-24(美国),"['比利·克里斯托', '约翰·古德曼', '美国', 'www.pixar.com/shorts/",
大空头,8.3,64180.0,https://movie.douban.com/subject/26303622/,2015-11-12(AFI电影节),"['2015-12-11(美国点映)', '2015-12-23(美国)', '克里斯蒂安·贝尔',",
大腕,7.7,102399.0,https://movie.douban.com/subject/1304022/,2001-12-21(中国大陆),"['葛优', '关之琳', '英达', '保罗·马祖斯基', '唐纳德·萨瑟兰']",
大草原上的小老鼠,8.1,22636.0,https://movie.douban.com/subject/2136181/,美国,"['中国大陆', '王力平', '王强', '庄正斌', '广定宪']",
大话天仙,3,23005.0,https://movie.douban.com/subject/4913222/,2014-02-02(中国大陆),"['孙俪', '郑中基', '郑伊健', '方力申', '郭德纲']",
大话王,7.5,41401.0,https://movie.douban.com/subject/1295318/,1997-03-21 00:00:00,"['金·凯瑞', '毛拉·蒂尔内', '贾斯汀·库珀', '加利·艾尔维斯', '詹妮弗·提莉']",
大话西游之大圣娶亲,9.1,405703.0,https://movie.douban.com/subject/1292213/,1995-02-04(香港),"['2014-10-24(中国大陆)', '周星驰', '吴孟达', '朱茵', '蔡少芬']",
大话西游之月光宝盒,8.9,349758.0,https://movie.douban.com/subject/1299398/,1995-01-21(香港),"['2014-10-24(中国大陆)', '周星驰', '吴孟达', '罗家英', '蓝洁瑛']",
大象,7.8,51156.0,https://movie.douban.com/subject/1292272/,2003-05-18(戛纳电影节),"['2003-10-24(美国)', '阿里克斯·弗罗斯特', '约翰·罗宾森', '埃里克·德伦'",
大追捕,7,40705.0,https://movie.douban.com/subject/6738735/,2012-03-15(香港/中国大陆),"['张家辉', '任达华', '王敏德 ', '文咏珊', '谢安琪']",
大逃杀2：镇魂歌,5.4,23846.0,https://movie.douban.com/subject/1299711/,2003-07-05 00:00:00,"['藤原龙也', '前田爱', '竹内力', '忍成修吾', '酒井彩名']",
大都会,8.3,12362.0,https://movie.douban.com/subject/1291569/,2001-05-26(日本),"['2002-01-25(美国)', '井元由香', '小林桂', '冈田浩晖', '石田太郎']",
大长今,7.9,23467.0,https://movie.douban.com/subject/1418660/,2003-09-15(韩国),"['李英爱', '池珍熙', '任豪', '洪利娜', '赵贞恩']",
大闹天宫,9.2,83778.0,https://movie.douban.com/subject/1418019/,1961(上集),"['1964(下集)', '1978(全本)', '2004(纪念版)', '邱岳峰', '富润生'",
大鱼,8.7,223469.0,https://movie.douban.com/subject/1291545/,2003-12-10(多伦多首映),"['2004-01-09(美国)', '伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普",
大鱼海棠,6.5,183067.0,https://movie.douban.com/subject/5045678/,2016-07-08(中国大陆),"['季冠霖', '苏尚卿', '许魏洲', '金士杰', '杨婷']",
大鸿米店,6.2,10990.0,https://movie.douban.com/subject/1325005/,2004-06-10 00:00:00,"['陶泽如', '石兰', '杨昆', '中国大陆', '黄健中']",
天下无双,7,110568.0,https://movie.douban.com/subject/1307323/,2002-02-06(香港),"['梁朝伟', '王菲', '赵薇', '张震', '朱茵']",
天下无贼,7.6,201214.0,https://movie.douban.com/subject/1291550/,2004-12-09(中国大陆/香港),"['刘德华', '刘若英', '王宝强', '李冰冰', '葛优']",
天下第一,7.2,14833.0,https://movie.douban.com/subject/1830586/,2005-03-05(中国大陆),"['郭晋安', '叶璇', '张卫健', '李亚鹏', '陈怡蓉']",
天书奇谭,9,44016.0,https://movie.douban.com/subject/1428581/,丁建华,"['毕克', '尚华', '苏秀', '施融', '孙渝烽']",
天伦之旅,8.6,57447.0,https://movie.douban.com/subject/3041749/,2009-12-04(美国),"['罗伯特·德尼罗', '凯特·贝金赛尔', '山姆·洛克威尔', '德鲁·巴里摩尔', '凯瑟琳·",
天佑鲍比,8.8,25995.0,https://movie.douban.com/subject/3154003/,2009-01-24 00:00:00,"['西格妮·韦弗', '瑞恩·凯利', '亨利·科泽尼', '丹·巴特勒', '奥斯汀·尼可斯']",
天使之城,7.9,113076.0,https://movie.douban.com/subject/1292212/,1998-04-10(美国),"['尼古拉斯·凯奇', '梅格·瑞恩', '安德鲁·布劳尔', '丹尼斯·弗兰茨', '科鲁姆·费奥",
天使之恋,7.5,78290.0,https://movie.douban.com/subject/4196129/,2009-11-07 00:00:00,"['佐佐木希', '谷原章介', '山本光', '大石参月', '加贺美早纪']",
天使爱美丽,8.7,441097.0,https://movie.douban.com/subject/1292215/,2001-04-25(法国),"['2001-08-16(德国)', '奥黛丽·塔图', '马修·卡索维茨', '贾梅尔·杜布兹',",
天使的心跳,8,13291.0,https://movie.douban.com/subject/4202090/,2010-04-02(日本),"['神谷浩史', '樱井浩美', '花泽香菜', '喜多村英梨', '木村良平']",
天使的性,6.6,19343.0,https://movie.douban.com/subject/3148068/,2012-05-08(西班牙),"['阿斯特丽德·伯格斯-弗瑞斯贝', '劳伦克·冈萨雷斯 ', '阿尔瓦罗·塞万堤斯', 'Lluï",
天台爱情,6.8,104571.0,https://movie.douban.com/subject/10833924/,2013-07-11(中国大陆/台湾),"['2013-08-01(香港)', '周杰伦', '王学圻', '曾志伟', '柯有伦']",
天国王朝,8.2,40841.0,https://movie.douban.com/subject/1309071/,2005-05-06(美国),"['奥兰多·布鲁姆', '伊娃·格林', '爱德华·诺顿', '连姆·尼森', '麦克·辛']",
天国的嫁衣,5.7,14905.0,https://movie.douban.com/subject/2311206/,2004-09-05(台湾),"['王心凌', '明道', '立威廉', '刘序浩', '邱品睿']",
天国的邮递员,7.1,15504.0,https://movie.douban.com/subject/3574495/,2009-11-12(韩国),"['金在中', '韩孝周', '韩国', '日本', '李亨民']",
天国的阶梯,7.1,21885.0,https://movie.douban.com/subject/1786753/,2003-12-03(韩国),"['崔智友', '金泰熙', '权相宇', '申贤俊', '何载永']",
天地男儿,8.5,12586.0,https://movie.douban.com/subject/1906453/,1996-02-05(香港),"['郑少秋', '罗嘉良', '张智霖', '陈松伶', '宣萱']",
天地逃生,6.1,16430.0,https://movie.douban.com/subject/2301706/,2009-09-04(美国),"['2010-03-17(中国大陆)', '杰拉德·巴特勒', '迈克尔·C·豪尔', '卢达克里斯",
天堂电影院,9.1,281473.0,https://movie.douban.com/subject/1291828/,1988-11-17(意大利),"['安东娜拉·塔莉', '恩佐·卡拉瓦勒', '艾萨·丹尼埃利', '里奥·故罗塔', '马克·莱昂",
天才一族,8.1,15680.0,https://movie.douban.com/subject/1306031/,2001-12-14 00:00:00,"['吉恩·哈克曼', '安杰丽卡·休斯顿', '本·斯蒂勒', '格温妮斯·帕特洛', '卢克·威尔",
天才眼镜狗,7.4,45551.0,https://movie.douban.com/subject/3101548/,2014-02-07(英国),"['2014-03-07(美国)', '2014-03-28(中国大陆)', '泰·布利尔', '麦",
天气预报员,7.6,33546.0,https://movie.douban.com/subject/1309054/,2005-10-28(美国),"['尼古拉斯·凯奇', '迈克尔·凯恩', '霍普·戴维斯', '杰蒙妮·德拉佩纳', '尼古拉斯·",
天水围的夜与雾,7.5,20923.0,https://movie.douban.com/subject/3596513/,2009-03-22 00:00:00,"['任达华', '张静初', '罗慧娟', '覃恩美', '香港']",
天水围的日与夜,8.5,65193.0,https://movie.douban.com/subject/3077668/,2008-07-17 00:00:00,"['鲍起静', '陈丽云', '梁进龙', '陈玉莲', '高志森']",
天生一对,8.3,99648.0,https://movie.douban.com/subject/1297102/,1998-07-29(美国),"['琳赛·洛翰', '丹尼斯·奎德', '娜塔莎·理查德森', '伊莲·亨德里克斯', '丽萨·安·",
天生杀人狂,8,71227.0,https://movie.douban.com/subject/1292229/,1994-08-26(美国),"['伍迪·哈里森', '朱丽叶特·刘易斯', '汤姆·塞兹摩尔', '汤米·李·琼斯', '小罗伯特",
天空之城,9,297537.0,https://movie.douban.com/subject/1291583/,1986-08-02 00:00:00,"['田中真弓', '鹫尾真知子', '初井言荣', '寺田稔', '常田富士男']",
天空之眼,8,29611.0,https://movie.douban.com/subject/10484117/,2015-09-11(多伦多电影节),"['2016-03-11(美国)', '2016-04-15(英国)', '2017-01-13(中",
天降奇兵,6.9,16802.0,https://movie.douban.com/subject/1303910/,2003-07-11 00:00:00,"['肖恩·康纳利', '纳萨鲁丁·沙', '皮塔·威尔逊', '托尼·库兰', '斯图尔特·汤森德'",
天降美食,7.4,82533.0,https://movie.douban.com/subject/3102668/,2009-09-18 00:00:00,"['比尔·哈德尔', '安娜·法瑞丝', '詹姆斯·肯恩', '安迪·萨姆伯格', '布鲁斯·坎贝尔",
天鹅绒金矿,8.4,40116.0,https://movie.douban.com/subject/1294136/,1998-11-06 00:00:00,"['伊万·麦克格雷格', '乔纳森·莱斯·梅耶斯', '克里斯蒂安·贝尔', '托妮·科莱特', '",
天龙八部,8.7,53803.0,https://movie.douban.com/subject/1863941/,1997-07-28(香港),"['黄日华', '陈浩民', '樊少皇', '李若彤', '赵学而']",
天龙特攻队,7.6,52668.0,https://movie.douban.com/subject/2174535/,2010-06-11(美国),"['连姆·尼森', '布莱德利·库珀', '沙尔托·科普雷', '奎顿·杰克逊', '杰西卡·贝尔'",
太子妃升职记,7.3,63493.0,https://movie.douban.com/subject/26657015/,2015-12-13(中国大陆),"['张天爱', '盛一伦', '于朦胧', '江奇霖', '郭俊辰']",
太平间闹鬼事件,6.8,15163.0,https://movie.douban.com/subject/2252775/,2009-03-27 00:00:00,"['维吉妮娅·马德森', '凯尔·加尔纳', '伊莱亚斯·科泰斯', '阿曼达·克鲁', '马丁·唐",
太极宗师,7.9,12596.0,https://movie.douban.com/subject/1960302/,吴京,"['于海', '惠英红', '周比利', '樊亦敏', '徐向东']",
太极张三丰,7.4,53949.0,https://movie.douban.com/subject/1294561/,1993-11-18(中国香港),"['李连杰', '杨紫琼', '钱小豪', '袁洁莹', '袁祥仁']",
太极旗飘扬,8.3,48368.0,https://movie.douban.com/subject/1304972/,2004-02-06(韩国),"['张东健', '元斌', '李恩珠', '孔行真', '崔岷植']",
太空飞行棋,6.6,11741.0,https://movie.douban.com/subject/1370276/,2005-11-06 00:00:00,"['乔纳·波波', '乔什·哈切森', '德里克·梅耶斯', '蒂姆·罗宾斯', '戴克斯·夏普德'",
太阳之子,6.6,11560.0,https://movie.douban.com/subject/2173190/,刘芝玲,"['王毅', '阎青', '唐亚男', '中国大陆', '丽莎·德·莱妩']",
太阳的后裔,7.7,73744.0,https://movie.douban.com/subject/25831874/,2016-02-24(韩国),"['宋慧乔', '宋仲基', '金智媛', '晋久', '李成俊']",
夫妻那些事,7.8,11309.0,https://movie.douban.com/subject/6894265/,2012-02-22(中国大陆),"['黄磊', '陈数', '梁静', '李明珠', '王晴']",
失乐园,7.3,19146.0,https://movie.douban.com/subject/1308567/,1997-05-10(日本),"['役所广司', '寺尾聪', '黑木瞳', '柴俊夫', '星野知子']",
失孤,6.4,53304.0,https://movie.douban.com/subject/25835293/,2015-03-20(中国大陆/台湾),"['2015-03-26(香港)', '刘德华', '井柏然', '吴君如', '梁家辉']",
失恋33天,7.3,358598.0,https://movie.douban.com/subject/4873490/,2011-11-08(中国大陆),"['文章', '白百何', '张子萱', '王耀庆', '郭京飞']",
失物招领,8.2,22208.0,https://movie.douban.com/subject/4892642/,2010-06-03(澳大利亚),"['蒂姆·明钦', '澳大利亚', '英国', 'www.thelostthing.com', '安",
失眠症,7.3,20154.0,https://movie.douban.com/subject/1307210/,2002-05-03(翠贝卡电影节),"['2002-05-24(美国)', '阿尔·帕西诺', '希拉里·斯万克', '罗宾·威廉姆斯',",
头文字D,6.8,121874.0,https://movie.douban.com/subject/1329562/,2005-06-19(北京首映),"['2005-06-23(中国大陆/香港)', '周杰伦', '黄秋生', '铃木杏', '杜汶泽'",
头朝下的生活,8.3,14520.0,https://movie.douban.com/subject/10747804/,2012-05-24(戛纳电影节),"['2013-02-06(美国)', '奈杰尔·安东尼', '鲁思·拉贾·麦克考尔', '英国', ",
头脑特工队,8.7,187484.0,https://movie.douban.com/subject/10533913/,2015-10-06(中国大陆),"['2015-06-19(美国)', '艾米·波勒', '菲利丝·史密斯', '理查德·坎德', '",
夺命枪火,7.8,15434.0,https://movie.douban.com/subject/1483239/,2006-02-24(美国),"['保罗·沃克', '卡梅隆·布莱特', '维拉·法米加', '查兹·帕尔明特瑞', '卡瑞尔·罗登",
夺命金,7.2,72239.0,https://movie.douban.com/subject/3532614/,2011-10-20(香港),"['2012-02-03(中国大陆)', '刘青云', '何韵诗', '任贤齐', '胡杏儿']",
夺宝奇兵,7.8,39910.0,https://movie.douban.com/subject/1296717/,1981-06-12(美国),"['哈里森·福特', '凯伦·阿兰', '保罗·弗里曼', '约翰·瑞斯-戴维斯', '美国']",
夺宝奇兵2,7.7,24637.0,https://movie.douban.com/subject/1301434/,1984-05-23(美国),"['哈里森·福特', '凯特·卡普肖', '关继威', '阿莫瑞什·普瑞', '罗珊·塞斯']",
夺宝奇兵3,8.1,30812.0,https://movie.douban.com/subject/1293471/,1989-05-24(美国),"['哈里森·福特', '肖恩·康纳利', '丹霍姆·艾略特', '瑞凡·菲尼克斯', '约翰·瑞斯-",
夺宝奇兵4,6.9,28999.0,https://movie.douban.com/subject/1428051/,2008-05-22(美国),"['哈里森·福特', '希亚·拉博夫', '凯特·布兰切特', '凯伦·阿兰', '雷·温斯顿']",
奇幻森林,7.8,133563.0,https://movie.douban.com/subject/25777636/,2016-04-15(美国/中国大陆),"['尼尔·塞西', '比尔·默瑞', '本·金斯利', '伊德里斯·艾尔巴', '露皮塔·尼永奥']",
奇幻精灵事件簿,7.2,28248.0,https://movie.douban.com/subject/2155676/,2008-02-14(美国),"['弗莱迪·海默', '玛丽·露易斯·帕克', '尼克·诺特', '大卫·斯特雷泽恩', '塞斯·罗",
奇异博士,7.9,160258.0,https://movie.douban.com/subject/3025375/,2016-10-25(英国),"['2016-11-04(中国大陆/美国)', '本尼迪克特·康伯巴奇', '蒂尔达·斯文顿', '",
奇怪的她,8.3,110215.0,https://movie.douban.com/subject/24879820/,2014-01-22(韩国),"['沈恩京', '罗文姬', '朴仁焕', '李阵郁', '郑真英']",
奇葩说第一季,9.1,21973.0,https://movie.douban.com/subject/26177736/,2014-11-29(中国大陆),"['蔡康永', '高晓松', '马东', '中国大陆', '牟頔']",
奇迹,8.6,15910.0,https://movie.douban.com/subject/4832288/,2011-06-11(日本),"['前田航基 ', '前田旺志郎 ', '大塚宁宁', '小田切让', '夏川结衣']",
