genres,name,rating,ratingCount,imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
Documentary Biography,Louise Brooks: Looking for Lulu  ,7.8,236,http://www.imdb.com/title/tt0157938,29,7.8,31003,路易丝·布鲁克斯-寻找露露,(评价人数不足),,https://movie.douban.com/subject/1960199/,露易丝·布鲁克斯,"['雪莉·麦克雷恩', '达娜·德拉尼', '美国', 'Hugh Munro Neely', '6"
Drama,Teenage Kicks  ,6.8,259,http://www.imdb.com/title/tt2375589,85,6.2,31031,踏步青春,(评价人数不足),,https://movie.douban.com/subject/21883154/,2016-06-11(悉尼电影节),"['丹尼尔·韦伯', 'Miles Szanto', 'Charlotte Best', 'Nadi"
Horror Thriller,Fender Bender  ,5.0,1331,http://www.imdb.com/title/tt5131906,49,3.8,31059,车祸,(评价人数不足),,https://movie.douban.com/subject/26888732/,卡西迪·弗里曼,"['麦肯兹·韦加', '美国', 'Mark Pavia', '车祸', '英语']"
Comedy,Free and Easy  ,6.8,60,http://www.imdb.com/title/tt6244730,121,6.7,31093,轻松+愉快,(评价人数不足),,https://movie.douban.com/subject/26335560/,徐刚,"['张志勇', '薛宝鹤', '顾本彬', '张迅', '中国大陆']"
Adventure,Frontier             ,7.2,4941,http://www.imdb.com/title/tt4686698,45,7.0,31174,边境第一季,(评价人数不足),,https://movie.douban.com/subject/26667377/,2016-11-06 00:00:00,"['Diana Bentley', 'Breanne Hill', 'Jessica Matten'"
Documentary,The Dying of the Light  ,7.2,81,http://www.imdb.com/title/tt5217256,74,8.1,31251,迎向光影消逝的年代,(评价人数不足),,https://movie.douban.com/subject/26766576/,2015-11-18(美国),"['Bernie Anderson', 'Paul Bader', 'Jon Berberian',"
Action Romance,Janatha Garage  ,7.5,3198,http://www.imdb.com/title/tt5946852,49,7.0,31303,这些人渣欠修理,(评价人数不足),,https://movie.douban.com/subject/26868727/,2016-09-01(印度),"['JR NTR', '莫哈恩拉', '萨曼莎·鲁斯·帕布', 'Nithya Menen', '印"
Action Adventure Fantasy,Ultraman: Tiga             ,7.5,157,http://www.imdb.com/title/tt0182647,5402,8.1,31393,迪迦奥特曼37花,(评价人数不足),,https://movie.douban.com/subject/25822055/,1997-05-17 00:00:00,"['长野博', '吉本多香美', '高树零', '大泷明利', '增田由纪夫']"
Action Adventure Fantasy,Ultraman: Tiga             ,7.5,157,http://www.imdb.com/title/tt0182647,5402,8.1,31394,迪迦奥特曼49奥特之星,(评价人数不足),,https://movie.douban.com/subject/25822067/,1997-08-09 00:00:00,"['长野博', '吉本多香美', '高树零', '大泷明利', '增田由纪夫']"
Action Adventure Thriller,The Hunt for Eagle One: Crash Point  ,4.0,558,http://www.imdb.com/title/tt0816527,35,3.8,31482,追击神鹰一号：绝命追踪,(评价人数不足),,https://movie.douban.com/subject/2983328/,2006-06-27 00:00:00,"['马克·达卡斯考斯', '杰夫·费伊', '鲁特格·哈尔', '美国', 'Henry Crum'"
Drama,Tsuioku  ,6.1,16,http://www.imdb.com/title/tt5570680,671,6.4,31489,追忆,(尚未上映),,https://movie.douban.com/subject/26752764/,2017-05-06 00:00:00,"['冈田准一', '小栗旬', '柄本佑', '长泽雅美', '木村文乃']"
Horror Thriller,The Bye Bye Man  ,4.3,8810,http://www.imdb.com/title/tt4030600,660,5.6,31535,送葬人,(尚未上映),,https://movie.douban.com/subject/26685111/,2017-01-13(美国),"['凯瑞-安·莫斯', '费·唐纳薇', '道格拉斯·史密斯', '卢锡安·拉维斯科特', '道格·"
Animation Short,Graffiti Area  ,6.1,9,http://www.imdb.com/title/tt3796026,43,5.5,31549,逃出升天,(评价人数不足),,https://movie.douban.com/subject/26724461/,Rick Mancia,"['Andrew Walke', '英国', 'Weareflink', '5分钟', '逃出升天'"
Horror Mystery,Get Out  ,7.8,151030,http://www.imdb.com/title/tt5052448,63729,7.5,31552,逃出绝命镇,(尚未上映),,https://movie.douban.com/subject/26688480/,2017-02-24(北美),"['凯瑟琳·基纳', '卡赖伯·兰德里·琼斯', '丹尼尔·卡卢亚', '艾莉森·威廉姆斯', '布"
Drama,Las elegidas  ,6.8,912,http://www.imdb.com/title/tt4636042,658,7.3,31591,选中之人,(评价人数不足),,https://movie.douban.com/subject/26372274/,2015-05-18(戛纳电影节),"['墨西哥', 'David Pablos', '105分钟', '选中之人', '佩德罗·佩拉诺 "
Action Adventure Crime,The Fate of the Furious  ,6.9,114414,http://www.imdb.com/title/tt4630562,162133,7.1,31667,速度与激情8,(尚未上映),,https://movie.douban.com/subject/26260853/,2017-04-14(美国),"['范·迪塞尔', '道恩·强森', '查理兹·塞隆', '杰森·斯坦森', '米歇尔·罗德里格兹'"
Documentary,Inside the Factory: How Our Favorite Foods Are Made             ,8.1,17,http://www.imdb.com/title/tt4903514,50,8.5,31679,造物工厂第一季,(评价人数不足),,https://movie.douban.com/subject/26838536/,2015-05-05(英国),"['Ruth Goodman', '英国', '造物工厂', '造物工厂', '纪录片']"
Action,The Game Changer  ,7.0,41,http://www.imdb.com/title/tt5992138,4177,4.3,31703,遊戏规则,(尚未上映),,https://movie.douban.com/subject/26745334/,2017-01-28(中国大陆),"['何润东', '黄子韬', '娜扎', '王学圻', '秋瓷炫']"
Documentary,The Apology  ,8.3,67,http://www.imdb.com/title/tt5593526,42,8.8,31719,道歉,(评价人数不足),,https://movie.douban.com/subject/26780678/,加拿大,"['Tiffany Hsiung', '道歉', '纪录片', 'Tiffany Hsiung', "
Fantasy Romance,"The Starry Night, the Starry Sea             ",7.1,11,http://www.imdb.com/title/tt5594768,1614,3.6,31813,那片星空那片海,(尚未上映),,https://movie.douban.com/subject/26613421/,冯绍峰,"['郭晓婷', '郭碧婷', '王梓薇', '黄明', '王彦霖']"
Animation Action Sci-Fi,Gravity Daze the Animation: Ouverture  ,5.3,15,http://www.imdb.com/title/tt6357348,60,6.3,31985,重力异想世界,(评价人数不足),,https://movie.douban.com/subject/26614135/,2016-12-26 00:00:00,"['日本', '小林浩康', '重力异想世界', '日语']"
Drama History War,Kampen om tungtvannet             ,8.1,4571,http://www.imdb.com/title/tt3280150,42,8.6,32023,重水战争,(评价人数不足),,https://movie.douban.com/subject/26274942/,2015年1月4日(挪威),"['Espen Klouman-Høiner', 'Christoph Bach', '安娜·弗莱尔"
Documentary,Relève: Histoire d'une création  ,7.6,86,http://www.imdb.com/title/tt5419742,28,9.0,32024,重燃芭蕾夢,(评价人数不足),,https://movie.douban.com/subject/26779349/,2015-12-23(France),"['本杰明·米派德', '法国', 'Thierry Demaizière', 'Alban Teu"
Action Crime Drama,Once Upon a Time in Mumbai Dobaara!  ,4.8,5637,http://www.imdb.com/title/tt1891884,33,8.0,32050,重返孟买,(评价人数不足),,https://movie.douban.com/subject/6558260/,2013-08-08(印度),"['阿克谢·库玛尔', 'Sonakshi Sinha', 'Imran Khan', 'Sonal"
Action Drama Sci-Fi,Logan  ,8.2,343210,http://www.imdb.com/title/tt3315342,199353,8.3,32149,金刚狼3：殊死一战,(尚未上映),,https://movie.douban.com/subject/25765735/,2017-03-03(美国),"['休·杰克曼', '帕特里克·斯图尔特', '波伊德·霍布鲁克', '理查德·E·格兰特', '斯"
Action Adventure Fantasy,Kong: Skull Island  ,6.8,132763,http://www.imdb.com/title/tt3731562,112126,6.7,32154,金刚：骷髅岛,(尚未上映),,https://movie.douban.com/subject/26309788/,2017-03-10(美国),"['汤姆·希德勒斯顿', '布丽·拉尔森', '塞缪尔·杰克逊', '景甜', '托比·凯贝尔']"
Adventure Drama Thriller,Gold  ,6.7,25965,http://www.imdb.com/title/tt1800302,4174,7.7,32231,金矿,(尚未上映),,https://movie.douban.com/subject/7065334/,2017-01-27(美国),"['马修·麦康纳', '埃德加·拉米雷兹', '布莱丝·达拉斯·霍华德', '寇瑞·斯托尔', '托"
Documentary History News,Money for Nothing: Inside the Federal Reserve  ,7.5,659,http://www.imdb.com/title/tt2752724,26,8.5,32265,金钱无用：深入美联储,(评价人数不足),,https://movie.douban.com/subject/25728692/,2013-09-06 00:00:00,"['列维·施瑞博尔 Liev Schreiber', 'Paul Volcker', 'Janet "
Action Adventure Sci-Fi,Guardians of the Galaxy Vol. 2  ,8.1,186775,http://www.imdb.com/title/tt3896198,140219,8.2,32495,银河护卫队2,(尚未上映),,https://movie.douban.com/subject/25937854/,2017-05-05(美国),"['克里斯·普拉特', '佐伊·索尔达娜', '戴夫·巴蒂斯塔', '范·迪塞尔', '布莱德利·库"
Action Adventure Comedy,Gintama  ,8.4,77,http://www.imdb.com/title/tt5805470,519,8.4,32534,银魂真人版,(尚未上映),,https://movie.douban.com/subject/26816086/,2017-07(日本),"['小栗旬', '菅田将晖', '桥本环奈', '长泽雅美', '冈田将生']"
Animation Action Comedy,The Monster and the Monster's Child             ,9.0,13,http://www.imdb.com/title/tt6416182,2096,9.5,32538,银魂第四季,(尚未上映),,https://movie.douban.com/subject/26929834/,2017-01-08(日本),"['杉田智和', '钉宫理惠', '阪口大助', '日本', 'www.sunrise-inc.co"
Comedy Drama,Xiao shou qi ji  ,5.6,17,http://www.imdb.com/title/tt6121536,401,5.1,32542,销售奇姬,(评价人数不足),,https://movie.douban.com/subject/26845597/,2016-09-02(台湾),"['白歆惠', '林美秀', '纳豆', '朱芷莹', '那维勋']"
Animation Adventure Comedy,Tangled: The Series             ,8.0,338,http://www.imdb.com/title/tt4902964,107,8.0,32606,长发公主,(尚未上映),,https://movie.douban.com/subject/26417164/,曼迪·摩尔,"['扎克瑞·莱维', '美国', '长发公主', '长发公主', '爱情']"
Comedy Drama Western,The Sun Shines Bright  ,7.0,921,http://www.imdb.com/title/tt0046384,109,7.0,32766,阳光普照,(评价人数不足),,https://movie.douban.com/subject/1293556/,1953-05-02 00:00:00,"['Charles Winninger', '阿琳·韦兰', '约翰·罗素', 'Stepin Fe"
Drama History,Finding Altamira  ,5.9,1444,http://www.imdb.com/title/tt3014910,44,7.2,32878,阿尔塔米拉,(评价人数不足),,https://movie.douban.com/subject/26306931/,安东尼奥·班德拉斯,"['鲁伯特·艾弗雷特', '格什菲·法拉哈尼', '尼古拉斯·法瑞尔', '皮埃尔·尼内', '西班"
Biography Drama History,Hidden Figures  ,7.8,108336,http://www.imdb.com/title/tt4846340,32279,8.6,33114,隐藏人物,(评价人数不足),,https://movie.douban.com/subject/26615208/,2016-12-25(美国点映),"['2017-01-06(美国)', '塔拉吉·P·汉森', '奥克塔维亚·斯宾瑟', '加奈儿·梦"
Drama Mystery Thriller,Operation Avalanche  ,6.0,4015,http://www.imdb.com/title/tt3776826,877,6.3,33241,雪崩行动,(评价人数不足),,https://movie.douban.com/subject/25939432/,2016-09-16(美国),"['2016-01-22(圣丹斯电影节)', '马特·约翰逊', 'Owen Williams', "
Animation Action Drama,Small Beginnings             ,8.2,8,http://www.imdb.com/title/tt6399396,828,7.3,33416,青之驱魔师京都不净王篇,(尚未上映),,https://movie.douban.com/subject/26828027/,2017-01,"['冈本信彦', '福山润', '喜多村英梨', '花泽香菜', '佐藤利奈']"
Animation Horror Mystery,Ao Oni: The Animation  ,7.8,11,http://www.imdb.com/title/tt6531060,48,6.0,33548,青鬼THEANIMATION,(尚未上映),,https://movie.douban.com/subject/26882314/,日本,"['动画', '悬疑', '惊悚', '日语']"
Action Crime,Extraordinary Mission  ,6.4,213,http://www.imdb.com/title/tt6690310,36095,6.4,33576,非凡任务,(尚未上映),,https://movie.douban.com/subject/26616690/,2017-04-01(中国大陆),"['黄轩', '段奕宏', '郎月婷', '祖峰', '邢佳栋']"
Short Action Horror,Project: S.E.R.A.  ,6.9,336,http://www.imdb.com/title/tt2083304,160,5.9,33705,项目：S.E.R.A.,(评价人数不足),,https://movie.douban.com/subject/21328073/,Julia Voth,"['Dennis Keiffer', 'Victor Webster', '美国', 'Ben Ho"
Animation Comedy Drama,Fuuka             ,6.7,161,http://www.imdb.com/title/tt6422976,543,5.7,33771,风夏,(尚未上映),,https://movie.douban.com/subject/26848506/,2017-01-06 00:00:00,"['小林裕介', 'Lynn', '早见沙织', '齐藤壮马', '兴津和幸']"
Action Crime Mystery,Wind River  ,7.5,716,http://www.imdb.com/title/tt5362988,184,7.1,33794,风河谷,(尚未上映),,https://movie.douban.com/subject/26389601/,杰瑞米·雷纳,"['伊丽莎白·奥尔森', '乔·博恩瑟', '茱莉亚·琼斯', '凯尔西·周 ', '吉尔·伯明翰'"
Documentary,Risk  ,6.3,512,http://www.imdb.com/title/tt4964772,30,6.6,33816,风险,(评价人数不足),,https://movie.douban.com/subject/26630761/,2016-05-19(戛纳电影节),"['朱利安·阿桑奇', '美国', '德国', '劳拉·珀特阿斯', '97分钟']"
Crime Drama,Mabel             ,8.4,3134,http://www.imdb.com/title/tt5554490,12433,9.7,33827,风骚律师第三季,(尚未上映),,https://movie.douban.com/subject/26748847/,2017-02(美国),"['鲍勃·奥登科克', '美国', '文斯·吉里根', '风骚律师', '风骚律师']"
Action Drama Thriller,Taken             ,6.6,3986,http://www.imdb.com/title/tt5134476,418,6.7,33834,飓风营救第一季,(尚未上映),,https://movie.douban.com/subject/26614609/,2017-02-27(美国),"['詹妮弗·比尔斯', '克莱夫·斯坦登', '盖乌斯·查尔斯', '莫尼克·加布里埃拉·库尔内',"
Short Comedy Sci-Fi,U.F.Oh Yeah  ,7.6,757,http://www.imdb.com/title/tt4576034,29,5.5,33906,飞碟，我靠！,(评价人数不足),,https://movie.douban.com/subject/26756913/,2015-04-02 00:00:00,"['Josh Connolly', '美国', '凯文·瑞恩·康纳利', '5分25秒', '飞碟，"
Horror Thriller,Anthropophagous 2000  ,3.7,279,http://www.imdb.com/title/tt0202233,37,5.1,33973,食人村2000,(评价人数不足),,https://movie.douban.com/subject/2267710/,1999-04-09 00:00:00,"['Achim Kohlhase', 'Andre Sobottka', 'Dirk Thies',"
Comedy,La folle histoire de Max et Léon  ,6.4,893,http://www.imdb.com/title/tt5091538,47,6.4,34106,马克思和莱昂的疯狂故事,(评价人数不足),,https://movie.douban.com/subject/26844773/,2016-10-05(法国),"['格雷瓜尔·鲁迪格', 'David Marsais', '克里斯多弗·兰伯特', 'Floren"
Documentary Biography History,Muscle Shoals  ,7.7,2959,http://www.imdb.com/title/tt2492916,23,7.9,34150,马斯尔肖尔斯录音室,(评价人数不足),,https://movie.douban.com/subject/20451123/,格雷格·奥尔曼,"['博诺', 'Jesse Boyce', '美国', ""Greg 'Freddy' Camalie"
Comedy Fantasy Horror,Ghoulies Go to College  ,3.6,1736,http://www.imdb.com/title/tt0097429,32,5.8,34162,马桶妖怪3,(评价人数不足),,https://movie.douban.com/subject/5115255/,1991-09-18 00:00:00,"['凯文·麦卡锡', 'Evan MacKenzie', '伊芙·拉茹', '帕特里克·莱比奥托',"
Drama Adventure War,Passage to Marseille  ,6.9,3093,http://www.imdb.com/title/tt0037166,34,6.2,34176,马赛之路,(评价人数不足),,https://movie.douban.com/subject/1296068/,1944-03-11 00:00:00,"['亨弗莱·鲍嘉', '克劳德·雷恩斯', '米歇尔·摩根', '美国', '迈克尔·柯蒂斯']"
Comedy Musical Mystery,"Up, Down, Fragile  ",7.4,405,http://www.imdb.com/title/tt0113273,32,7.7,34286,高、低与脆弱之间,(评价人数不足),,https://movie.douban.com/subject/1420216/,1995-04-12 00:00:00,"['玛丽安娜·德尼库尔', '娜塔莉·理查德', '萝伦丝·柯德', '安娜·卡里娜', '布鲁诺·"
,Onihei             ,7.9,56,http://www.imdb.com/title/tt6494518,1006,8.6,34436,鬼平犯科帳,(尚未上映),,https://movie.douban.com/subject/26865311/,2017-01-09 00:00:00,"['堀内贤雄', '浪川大辅', '朴璐美', '日本', 'onihei-anime.com']"
Comedy Horror,Mahalai Tiang Kuen  ,5.9,19,http://www.imdb.com/title/tt5931204,102,5.8,34449,鬼才要毕业,(评价人数不足),,https://movie.douban.com/subject/26879787/,2016-07-28(泰国),"['Rasri Balenciaga', 'Maythinee Booranasiri', 'Baw"
Horror,Manos: The Hands of Fate  ,1.9,31838,http://www.imdb.com/title/tt0060666,239,3.9,34569,魅影惊心,(评价人数不足),,https://movie.douban.com/subject/2080762/,1966-11-05 00:00:00,"['Tom Neyman', 'John Reynolds', 'Diane Mahree', '美"
Fantasy Horror Sci-Fi,Puppet Master 4  ,5.3,2091,http://www.imdb.com/title/tt0107899,27,5.2,34577,魔偶奇谭4--邪神军团,(评价人数不足),,https://movie.douban.com/subject/3600737/,Gordon Currie,"['Chandra West', '美国', 'Jeff Burr', '魔偶奇谭4 --邪神军团'"
Horror,Il bosco 1  ,3.7,417,http://www.imdb.com/title/tt0097307,44,5.9,34700,魔爪,(评价人数不足),,https://movie.douban.com/subject/3899347/,意大利,"['Germany: 79 分钟(cut version)', 'Germany: 85 分钟', "
Comedy Crime Fantasy,Fatal Caper             ,6.7,240,http://www.imdb.com/title/tt0716846,37,8.2,34707,魔界奇谭第七季,(评价人数不足),,https://movie.douban.com/subject/26575874/,美国,"['魔界奇谭', '魔界奇谭', '悬疑', '惊悚', '恐怖']"
Animation Action Adventure,Lupin the IIIrd: Chikemuri no Ishikawa Goemon  ,7.9,86,http://www.imdb.com/title/tt6047974,408,8.3,34806,鲁邦三世：血烟的石川五右卫门,(尚未上映),,https://movie.douban.com/subject/26873005/,2017-02-04(日本),"['浪川大辅', '栗田贯一', '泽城美雪', '小林清志', '山寺宏一']"
Comedy,Les bêtises  ,5.3,199,http://www.imdb.com/title/tt3854802,56,7.1,34859,鸡尾酒派对,(评价人数不足),,https://movie.douban.com/subject/26414291/,2015-06-16 00:00:00,"['杰瑞米·埃尔卡伊姆', '莎拉·纪欧多', '乔纳森·兰伯特', '法国', 'Alice Ph"
Short Documentary,Rotterdam-Europoort  ,7.1,57,http://www.imdb.com/title/tt0060917,26,7.8,34917,鹿特丹:欧洲之港,(评价人数不足),,https://movie.douban.com/subject/3585021/,伊夫·蒙当,"['Gerrit Kouwenaar', '荷兰', '尤里斯·伊文思', '20 分钟', '鹿特"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34925,麦克斯奥特曼01麦克斯奥特曼诞生,(评价人数不足),,https://movie.douban.com/subject/3060970/,2005-07-02 00:00:00,"['青山草太', '长谷部瞳', '满岛光 Hikari Mitsushima', '希恩•尼古拉斯"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34926,麦克斯奥特曼02饲养怪兽的女人,(评价人数不足),,https://movie.douban.com/subject/3060971/,2005-07-09 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34927,麦克斯奥特曼11巴拉寺的预言,(评价人数不足),,https://movie.douban.com/subject/3289901/,2005-09-10 00:00:00,"['青森草太', '日本', '金子修介', '麦克斯奥特曼 11 巴拉寺的预言', '动作']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34928,麦克斯奥特曼13赛顿之女,(评价人数不足),,https://movie.douban.com/subject/3240380/,2005-09-24 00:00:00,"['青森草太', '长谷部瞳', '长泽奈央', '日本', '八木毅']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34931,麦克斯奥特曼22蝴蝶之梦,(评价人数不足),,https://movie.douban.com/subject/25821985/,2005-11-26 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34932,麦克斯奥特曼24不再被狙击的街道,(评价人数不足),,https://movie.douban.com/subject/25821992/,2005-12-10 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34933,麦克斯奥特曼26圣诞节的艾莉,(评价人数不足),,https://movie.douban.com/subject/25822416/,2005-12-24(平安夜),"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34934,麦克斯奥特曼29怪兽为什么会出现?,(评价人数不足),,https://movie.douban.com/subject/25842631/,2006-01-14 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34935,麦克斯奥特曼35M32星云的亚当和夏娃,(评价人数不足),,https://movie.douban.com/subject/25822150/,2006-02-25 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34936,麦克斯奥特曼36异次元世界,(评价人数不足),,https://movie.douban.com/subject/25822410/,2006-03-04 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34937,麦克斯奥特曼40特别总结篇:奥特的未来,(评价人数不足),,https://movie.douban.com/subject/25822672/,2006-04-01(愚人节),"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,34938,麦克斯奥特曼行星破坏者,(评价人数不足),,https://movie.douban.com/subject/3285828/,2005-08-13 00:00:00,"['青森草太', '日本', '梶研吾', '24分钟', '麦克斯奥特曼 行星破坏者']"
Comedy,Chinese Remake of What a Wonderful Family!  ,5.1,19,http://www.imdb.com/title/tt6349844,7942,4.6,34974,麻烦家族,(尚未上映),,https://movie.douban.com/subject/26907450/,2017-04-28(中国大陆),"['黄磊', '孙莉', '李立群', '张伟欣', '海清']"
Animation Comedy,Kin'iro mozaiku: Pretty Days  ,5.0,13,http://www.imdb.com/title/tt5988680,70,6.9,35048,黄金拼图PrettyDays,(评价人数不足),,https://movie.douban.com/subject/26823819/,2016-11-12 00:00:00,"['西明日香', '田中真奈美', '种田梨沙', '内山夕实', '东山奈央']"
Animation Action Fantasy,Justice League Dark  ,7.1,9680,http://www.imdb.com/title/tt2494376,3172,7.3,35198,黑暗正义联盟,(尚未上映),,https://movie.douban.com/subject/26277361/,2017-02-07(美国),"['马特·瑞安', '卡米拉·卢丁顿', '杰森·奥玛拉', '尼古拉斯·特图罗', '迪·布拉雷·"
Short Sci-Fi,Darkwave: Edge of the Storm  ,5.6,57,http://www.imdb.com/title/tt4890490,34,5.4,35201,黑暗浪潮:风暴边缘,(评价人数不足),,https://movie.douban.com/subject/26909517/,娜塔莉·考克斯,"['Shane Rimmer', 'Robin Kirwan', 'Steve Healey', '"
Drama Sci-Fi Thriller,Being Better Is So Much Harder             ,8.1,228,http://www.imdb.com/title/tt6072918,51,7.9,35203,黑暗物质第三季,(尚未上映),,https://movie.douban.com/subject/26866419/,2017-07(美国),"['加拿大', '黑暗物质', '黑暗物质', '剧情', '科幻']"
Horror Sci-Fi,Xtro II: The Second Encounter  ,3.1,1211,http://www.imdb.com/title/tt0100975,41,5.5,35226,黑洞拦截,(评价人数不足),,https://movie.douban.com/subject/1299908/,Paul Koslo,"['Jan-Michael Vincent', 'Tara Buckman', '加拿大', 'Ha"
Action Drama Sci-Fi,The Few Who Dare             ,8.2,372,http://www.imdb.com/title/tt5814630,390,9.1,35296,黑色孤儿第五季,(尚未上映),,https://movie.douban.com/subject/26820999/,加拿大,"['黑色孤儿', '黑色孤儿', '剧情', '动作', '科幻']"
Animation,Kuroshitsuji: Book of the Atlantic  ,8.2,141,http://www.imdb.com/title/tt5476944,177,9.2,35368,黒執事BookoftheAtlantic,(尚未上映),,https://movie.douban.com/subject/26640849/,2017-01-21(日本),"['小野大輔', '坂本真綾', '田村ゆかり', '諏訪部順一', '福山潤']"
Animation Fantasy,The Dragon Dentist  ,7.8,62,http://www.imdb.com/title/tt6004864,2794,8.7,35454,龙牙医,(尚未上映),,https://movie.douban.com/subject/26864121/,2017-02-18 00:00:00,"['清水富美加', '冈本信彦', '山寺宏一', '林原惠美', '日本']"
Adventure Mystery,Missing 9             ,7.0,124,http://www.imdb.com/title/tt6237588,1946,6.2,35524,미씽나인,(尚未上映),,https://movie.douban.com/subject/26776343/,2017-01-11 00:00:00,"['郑京浩', '白珍熙', '朴灿烈', '李善彬', '金相浩']"
Short Comedy,1500 Words  ,7.0,58,http://www.imdb.com/title/tt4341052,43,7.6,50808,1500词,(评价人数不足),,https://movie.douban.com/subject/26942939/,2016-06-18(美国),"['Marcus Garvey', 'Eri Jackson', 'Rachael Naylor',"
Drama,24 Frames  ,6.6,22,http://www.imdb.com/title/tt6777170,35,8.4,50863,24Frames,(评价人数不足),,https://movie.douban.com/subject/26872545/,伊朗,['阿巴斯·基亚罗斯塔米']
War,La 317ème section  ,7.5,649,http://www.imdb.com/title/tt0058863,23,7.5,50884,317分队,(评价人数不足),,https://movie.douban.com/subject/2055948/,1965-03-31 00:00:00,"['雅克·贝汉', '布鲁诺·克雷默', 'Pierre Fabre', '法国', '西班牙']"
Short Horror,Catharsis  ,5.7,47,http://www.imdb.com/title/tt2782468,50,6.1,51153,Catharsis,(评价人数不足),,https://movie.douban.com/subject/25699251/,法国,"['Hélène Cattet', 'Bruno Forzani', '6分26秒', '恐怖', "
Short Drama Fantasy,Dulce Dolor  ,7.2,31,http://www.imdb.com/title/tt3791028,44,5.6,51227,DulceDolor,(评价人数不足),,https://movie.douban.com/subject/26721007/,Tessa Ia,"['Harold Torres', 'Valentina Ledesma', 'Daniel Led"
Short Drama,Grace  ,7.7,9,http://www.imdb.com/title/tt5072356,44,7.3,51309,grace,(评价人数不足),,https://movie.douban.com/subject/26794706/,2015-09-15 00:00:00,"['James Melville', 'Ilana Kneafsey', '美国', 'Tomas "
Short Comedy Drama,Hazel  ,7.3,53,http://www.imdb.com/title/tt2408806,33,7.0,51325,Hazel,(评价人数不足),,https://movie.douban.com/subject/24843538/,2012-11-07 00:00:00,"['Maxime Mori', 'Manuela Biedermann', 'Jacqueline "
Short,Take Me Home  ,7.1,59,http://www.imdb.com/title/tt6135422,89,8.8,51696,TakeMyHome,(评价人数不足),,https://movie.douban.com/subject/26902221/,2016-10-27(日本),"['伊朗', '阿巴斯·基亚罗斯塔米', '16分钟', '短片', '无对白']"
Short,The Wonder Ring  ,5.8,421,http://www.imdb.com/title/tt0278151,37,7.1,51775,TheWonderRing,(评价人数不足),,https://movie.douban.com/subject/2054943/,2004-04-08 00:00:00,"['美国', '斯坦·布拉哈格', 'Joseph Cornell', '6 分钟', '短片']"
Comedy,Tinto Brass Presents Erotic Short Stories: Part 4 - Improper Liaisons  ,5.7,18,http://www.imdb.com/title/tt2700640,29,6.1,52070,丁度巴拉斯精选短篇集之畸情,(评价人数不足),,https://movie.douban.com/subject/26361901/,意大利,"['Massimiliano Zanin', 'Andrea Prandstraller', 'Ni"
Short Comedy Drama,Dandekar Makes a Sandwich  ,5.8,8,http://www.imdb.com/title/tt4106202,40,6.4,52156,三明治,(评价人数不足),,https://movie.douban.com/subject/26831355/,Constance Ball,"['Tonya T. Cannon', '布莱恩·乔治', 'Dyana Ortelli', 'Ri"
Short,Haiku  ,4.1,51,http://www.imdb.com/title/tt2007955,35,6.2,53438,俳句,(评价人数不足),,https://movie.douban.com/subject/6534052/,泰国,"['阿彼察邦·韦拉斯哈古', '俳句', '短片', '阿彼察邦·韦拉斯哈古 Apichatpong"
