index,电影名,评分,评价人数,链接,时间,演员,imdb_link
4300,遇见王沥川,8.3,23529.0,https://movie.douban.com/subject/20444535/,2016-07-22(中国大陆),"['高以翔', '焦俊艳', '连凯', '林佑威', '吴辰君']",
4301,道士下山,5.4,116127.0,https://movie.douban.com/subject/24879839/,2015-07-03(中国大陆),"['王宝强', '郭富城', '张震', '林志玲', '范伟']",http://www.imdb.com/title/tt3594826
4302,道林·格雷,6.8,37564.0,https://movie.douban.com/subject/3078386/,2009-09-11 00:00:00,"['本·巴恩斯', '科林·费尔斯', '丽贝卡·豪尔', '蕾切儿·哈伍德', '艾米莉娅·福克斯",http://www.imdb.com/title/tt1235124
4303,道格的特别任务,7.9,14237.0,https://movie.douban.com/subject/4111340/,2009-11-10 00:00:00,"['Jerome Ranft', '美国', 'Ronaldo Del Carmen', '5 分钟",http://www.imdb.com/title/tt1537759
4304,道熙呀,7.6,17484.0,https://movie.douban.com/subject/25762566/,2014-05-19(戛纳电影节),"['2014-05-22(韩国)', '裴斗娜', '金赛纶', '宋诗曦', '张熙珍']",http://www.imdb.com/title/tt3661798
4305,遗忘,8.0,10161.0,https://movie.douban.com/subject/10777780/,2012-04,"['林心如', '李铭顺', '张本渝', '台湾', '连奕琦']",http://www.imdb.com/title/tt2255474
4306,遗愿清单,8.5,107477.0,https://movie.douban.com/subject/1867345/,2007-12-25(多伦多电影节),"['2008-01-11(美国)', '杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', ",http://www.imdb.com/title/tt0825232
4307,遗落战境,6.8,87306.0,https://movie.douban.com/subject/3895511/,2013-04-19(美国),"['2013-05-10(中国大陆)', '汤姆·克鲁斯', '摩根·弗里曼', '欧嘉·柯瑞兰寇'",http://www.imdb.com/title/tt1483013
4308,遭遇陌生人,7.3,12287.0,https://movie.douban.com/subject/2997063/,安东尼·霍普金斯,"['乔什·布洛林', '娜奥米·沃茨', '安东尼奥·班德拉斯', '芙蕾达·平托', '艾文·布莱",http://www.imdb.com/title/tt1182350
4309,邋遢大王奇遇记,8.6,42783.0,https://movie.douban.com/subject/1817169/,丁建华,"['中国大陆', '钱运达', '阎善春', '儿童', '动画']",
4310,那些年，我们一起追的女孩,8.1,465776.0,https://movie.douban.com/subject/4920528/,2011-08-19(台湾),"['2011-10-20(香港)', '2012-01-06(中国大陆)', '柯震东', '陈妍希",http://www.imdb.com/title/tt2036416
4311,那夜凌晨，我坐上了旺角开往大埔的红VAN,5.8,13304.0,https://movie.douban.com/subject/21354060/,2014-04-10(香港),"['任达华', '黄又南', '文咏珊', '惠英红', '林雪']",http://www.imdb.com/title/tt3504824
4312,那家伙的声音,7.4,13953.0,https://movie.douban.com/subject/2067450/,2007-02-01(韩国),"['薛耿求', '姜栋元', '金南珠', '金英哲', '宋永彰']",http://www.imdb.com/title/tt0969268
4313,那小子真帅,6.7,64619.0,https://movie.douban.com/subject/1390020/,2004-06-23(韩国),"['宋承宪', '郑多彬', '李己雨', '李民友', '韩国']",http://www.imdb.com/title/tt0415819
4314,那山那人那狗,8.4,41356.0,https://movie.douban.com/subject/1307766/,1999(中国大陆),"['滕汝骏', '刘烨', '陈好', '赵秀丽', '中国大陆']",http://www.imdb.com/title/tt0210916
4315,那年冬天，风在吹,7.6,31338.0,https://movie.douban.com/subject/19969225/,2013-02-13(韩国),"['赵寅成', '宋慧乔', '金汎', '郑恩地', '徐孝琳']",http://www.imdb.com/title/tt2806646
4316,那年夏天，宁静的海,8.2,23691.0,https://movie.douban.com/subject/1295815/,1991-10-19 00:00:00,"['真木藏人', '大岛弘子', '渡边哲', '藤原稔三', '寺岛进']",http://www.imdb.com/title/tt0103704
4317,那时花开,7.0,16845.0,https://movie.douban.com/subject/1308480/,2002-05(中国大陆),"['朴树', '夏雨', '周迅', '李明', '舒耀瑄']",http://www.imdb.com/title/tt0385893
4318,邦尼和琼,8.5,14279.0,https://movie.douban.com/subject/1308314/,1993-04-16 00:00:00,"['约翰尼·德普', '玛丽·斯图尔特·马斯特森', '艾丹·奎因', '朱丽安·摩尔', '威廉姆",http://www.imdb.com/title/tt0106387
4319,邪恶力量第一季,8.5,24410.0,https://movie.douban.com/subject/1463879/,2005-09-13(美国),"['Jared Padalecki', 'Jensen Ackles', '美国', 'Jim Fi",http://www.imdb.com/title/tt0460681
4320,邪恶力量第三季,8.9,11181.0,https://movie.douban.com/subject/3205646/,2007-10-04(美国),"['Jared Padalecki', '凯蒂·卡西迪', 'Katie Cassidy', '美国",http://www.imdb.com/title/tt1032129
4321,邪恶力量第二季,8.8,12127.0,https://movie.douban.com/subject/3272879/,2006-09-28(美国),"['贾德·帕达里克', '詹森·阿克斯', '美国', '加拿大', 'www.cwtv.com/s",http://www.imdb.com/title/tt0829063
4322,邪恶力量第四季,8.9,11028.0,https://movie.douban.com/subject/3273588/,2008-10-30(美国),"['詹森·阿克斯', '贾德·帕达里克', '米沙·克林斯', '美国', '查尔斯·比森']",http://www.imdb.com/title/tt1222595
4323,邮差,8.7,10036.0,https://movie.douban.com/subject/1298468/,1994-09-01 00:00:00,"['菲利浦·诺瓦雷', '马西莫·特罗西', '玛莉亚·嘉西亚·古欣娜塔', '雷纳托·斯卡帕', ",http://www.imdb.com/title/tt0110877
4324,邻家特工,6.1,61675.0,https://movie.douban.com/subject/3179758/,2010-01-15(中国大陆/美国),"['成龙', '安贝·瓦莱塔', '玛德琳·卡罗尔', '卢卡斯·提尔', '阿琳娜·福利']",http://www.imdb.com/title/tt1273678
4325,邻家花美男,7.4,14975.0,https://movie.douban.com/subject/20429054/,2013-01-07 00:00:00,"['朴信惠', '尹施允', '金智勋', '朴秀珍', '金允慧']",http://www.imdb.com/title/tt2748124
4326,邻居大战,6.1,15774.0,https://movie.douban.com/subject/6875277/,2014-05-09(美国),"['塞斯·罗根', '萝丝·拜恩', '布莱恩·赫斯基', '卡拉·盖洛', '扎克·埃夫隆']",http://www.imdb.com/title/tt2004420
4327,邻座的怪同学,8.4,21721.0,https://movie.douban.com/subject/10759936/,2012-10-01(日本),"['户松遥', '铃木达央', '逢坂良太', '種崎敦美', '寺岛拓笃']",http://www.imdb.com/title/tt2309302
4328,都是天使惹的祸,6.9,25023.0,https://movie.douban.com/subject/2279817/,李小璐,"['任泉', '张延', '郭涛', '佟大为', '周笑莉']",
4329,都铎王朝第一季,7.6,13626.0,https://movie.douban.com/subject/2027742/,2007-04-01 00:00:00,"['乔纳森·莱斯·梅耶斯', '山姆·尼尔', '杰瑞米·诺森', '娜塔莉·多默尔', '安娜·布",http://www.imdb.com/title/tt0758790
4330,醉乡民谣,8.0,50489.0,https://movie.douban.com/subject/6887029/,2013-11-06(法国),"['2013-12-06(美国)', '奥斯卡·伊萨克', '凯瑞·穆里根', '约翰·古德曼', ",http://www.imdb.com/title/tt2042568
4331,醉后一夜,5.5,18132.0,https://movie.douban.com/subject/6722888/,2012-06-01(中国大陆),"['余文乐', '张静初', '周俊伟', '林宥嘉', '朱雨辰']",http://www.imdb.com/title/tt2458256
4332,醉打金枝,7.2,19367.0,https://movie.douban.com/subject/2295809/,1997-01-27(香港),"['关咏荷', '欧阳震华', '魏骏杰', '傅明宪', '朱咪咪']",
4333,醉拳,7.2,24166.0,https://movie.douban.com/subject/1296693/,1978-10-05 00:00:00,"['成龙', '黄正利', '袁小田', '石天', '冯敬文']",http://www.imdb.com/title/tt0080179
4334,醉拳2,7.4,24798.0,https://movie.douban.com/subject/1307319/,1994-02-03(香港),"['成龙', '梅艳芳', '狄龙', '黄日华', '刘家良']",http://www.imdb.com/title/tt0111512
4335,里约大冒险,8.4,209688.0,https://movie.douban.com/subject/3731581/,2011-04-08(中国大陆),"['2011-04-15(美国)', '杰西·艾森伯格', '安妮·海瑟薇', '乔治·洛佩兹', ",http://www.imdb.com/title/tt1436562
4336,里约大冒险2,7.6,73074.0,https://movie.douban.com/subject/11443314/,2014-04-11(中国大陆/美国),"['安妮·海瑟薇', '杰西·艾森伯格', '布鲁诺·马尔斯', '杰米·福克斯', '克里斯汀·肯",http://www.imdb.com/title/tt2357291
4337,重力小丑,8.1,11226.0,https://movie.douban.com/subject/3727653/,2009-05-23 00:00:00,"['加濑亮', '冈田将生', '小日向文世', '吉高由里子', '渡部笃郎']",http://www.imdb.com/title/tt1427241
4338,重庆森林,8.6,280399.0,https://movie.douban.com/subject/1291999/,1994-07-14(香港),"['林青霞', '金城武', '梁朝伟', '王菲', '周嘉玲']",http://www.imdb.com/title/tt0109424
4339,重案六组,7.9,10141.0,https://movie.douban.com/subject/2190981/,2001-09-05(中国大陆),"['李成儒', '王茜', '张潮', '董勇', '高蓉']",http://www.imdb.com/title/tt2240937
4340,重版出来！,9.2,29151.0,https://movie.douban.com/subject/26602304/,2016-04-12(日本),"['黑木华', '小田切让', '坂口健太郎', '荒川良良', '野野澄花']",http://www.imdb.com/title/tt5433304
4341,重生男人,7.3,19854.0,https://movie.douban.com/subject/2265778/,2010-03-19(美国/加拿大),"['裘德·洛', '福里斯特·惠特克', '艾莉丝·布拉加', 'Joe Pingue', '列维·",http://www.imdb.com/title/tt1053424
4342,重返20岁,7.2,163202.0,https://movie.douban.com/subject/25870084/,2015-01-08(中国大陆),"['2015-01-23(台湾)', '杨子姗', '归亚蕾', '陈柏霖', '鹿晗']",http://www.imdb.com/title/tt4344878
4343,重返十七岁,7.3,138633.0,https://movie.douban.com/subject/2213591/,2009-04-17(美国),"['扎克·埃夫隆', '莱斯利·曼恩', '托马斯·列农', '马修·派瑞', 'Tyler Ste",http://www.imdb.com/title/tt0974661
4344,重返地球,5.5,45957.0,https://movie.douban.com/subject/6828823/,2013-05-31(美国),"['2013-07-12(中国大陆)', '威尔·史密斯', '贾登·史密斯', '佐伊·克罗维兹'",http://www.imdb.com/title/tt1815862
4345,野兽家园,7.0,14447.0,https://movie.douban.com/subject/1948937/,2009-10-16(美国),"['马克思·瑞考德兹', '凯瑟琳·基纳', '詹姆斯·甘多菲尼', '劳伦·艾波罗丝', '保罗·",http://www.imdb.com/title/tt0386117
4346,野兽男孩,5.7,11094.0,https://movie.douban.com/subject/3182856/,2011-03-04(美国),"['凡妮莎·哈金斯', '亚历克斯·帕蒂弗', '玛丽-凯特·奥尔森', '彼得·克劳斯', '尼尔",http://www.imdb.com/title/tt1152398
4347,野孩子,7.1,48933.0,https://movie.douban.com/subject/2251924/,2008-08-15(英国),"['艾玛·罗伯茨', 'Lexi Ainsworth', '谢尔碧·杨', '约翰尼·帕卡', '艾",http://www.imdb.com/title/tt1024255
4348,野战排,8.1,22254.0,https://movie.douban.com/subject/1293396/,1986-12-19 00:00:00,"['威廉·达福', '查理·辛', '汤姆·贝伦杰', '凯斯·大卫', '凯文·狄龙']",http://www.imdb.com/title/tt0091763
4349,野猪大改造,8.2,68188.0,https://movie.douban.com/subject/1451430/,2005-10-15(日本),"['龟梨和也', '山下智久', '堀北真希', '户田惠梨香', '森迫永依']",http://www.imdb.com/title/tt0481046
4350,野良神第1季,8.3,15023.0,https://movie.douban.com/subject/24752306/,2014-01-05(日本),"['神谷浩史', '内田真礼', '梶裕贵', '小野大辅', '沢城みゆき']",http://www.imdb.com/title/tt3225270
4351,野草莓,8.6,19635.0,https://movie.douban.com/subject/1293071/,1957-12-26(瑞典),"['维克多·斯约斯特洛姆', '毕比·安德森', '英格里德·图林', '甘纳尔·布耶恩施特兰德',",http://www.imdb.com/title/tt0050986
4352,野蛮人罗纳尔,7.1,15087.0,https://movie.douban.com/subject/6015756/,2011-09-15(丹麦),"['布里吉特·尼尔森', '拉斯·米克尔森', '史文-欧尔·托尔森', '拉克·温特·安德森', ",http://www.imdb.com/title/tt1629374
4353,野蛮师姐,6.9,18186.0,https://movie.douban.com/subject/1394268/,2004-06-03(香港),"['全智贤', '张赫', '金秀路', '李己雨', 'Yoo-jin Im']",http://www.imdb.com/title/tt0409072
4354,野蛮秘笈,4.7,10120.0,https://movie.douban.com/subject/1758336/,2006-02-09(香港),"['张柏芝', '古巨基', '元秋', '元华', '黄一飞']",http://www.imdb.com/title/tt0757378
4355,野马,7.9,11783.0,https://movie.douban.com/subject/26372545/,2015-05-19(戛纳电影节),"['2015-06-17(法国)', '艾贝尔克·佩克詹', '波拉克·叶格特', '艾丽特·伊斯坎",http://www.imdb.com/title/tt3966404
4356,金刚,7.7,152829.0,https://movie.douban.com/subject/1309043/,2005-12-14(美国),"['2006-01-12(中国大陆)', '娜奥米·沃茨', '杰克·布莱克', '艾德里安·布洛迪",http://www.imdb.com/title/tt0360717
4357,金刚不坏,7.6,23998.0,https://movie.douban.com/subject/2080007/,2007-07-21(美国),"['库尔特·拉塞尔', '佐伊·贝尔', '罗莎里奥·道森', '范妮莎·费丽托', '西德尼·塔米",http://www.imdb.com/title/tt1028528
4358,金刚狼2,6.1,84397.0,https://movie.douban.com/subject/3718424/,2013-07-26(美国),"['2013-10-17(中国大陆)', '休·杰克曼', '冈本多绪', '福岛莉拉', '真田广",http://www.imdb.com/title/tt1430132
4359,金婚,8.1,19385.0,https://movie.douban.com/subject/2222629/,2007-09-13(中国大陆),"['张国立', '蒋雯丽', '沈傲君', '林永健', '苗乙乙']",http://www.imdb.com/title/tt1503418
4360,金枝欲孽,8.7,54551.0,https://movie.douban.com/subject/1878360/,2004-08-23(香港),"['2006-02-15(中国大陆)', '邓萃雯', '黎姿', '张可颐', '佘诗曼']",http://www.imdb.com/title/tt0843199
4361,金枝玉叶,8.2,39258.0,https://movie.douban.com/subject/1303376/,1994-07-23 00:00:00,"['袁咏仪', '张国荣', '刘嘉玲', '陈小春', '曾志伟']",http://www.imdb.com/title/tt0109958
4362,金枝玉叶2,7.8,18890.0,https://movie.douban.com/subject/1302054/,1996-08-15 00:00:00,"['张国荣', '梅艳芳', '袁咏仪', '陈小春', '李绮虹']",http://www.imdb.com/title/tt0116462
4363,金氏漂流记,8.3,28805.0,https://movie.douban.com/subject/3586725/,2009-05-14(韩国),"['郑在咏', '郑丽媛', '韩国', '李海准', '116分钟']",http://www.imdb.com/title/tt1499666
4364,金牌冰人,6.9,12801.0,https://movie.douban.com/subject/1951081/,2003-06-30(香港),"['马浚伟', '张可颐', '盖鸣晖', '陈豪', '关德辉']",http://www.imdb.com/title/tt0855518
4365,金牌女王,7.9,14547.0,https://movie.douban.com/subject/4845429/,2010-07-08(日本),"['天海祐希', '长泽雅美', '反町隆史', '寺岛进', '松坂桃李']",http://www.imdb.com/title/tt1677254
4366,金玉良缘,6.9,16364.0,https://movie.douban.com/subject/24298399/,2014-04-21(中国大陆),"['霍建华', '唐嫣', '邬君梅', '王阳', '贡米']",
4367,金福南杀人事件始末,8.3,58565.0,https://movie.douban.com/subject/4826419/,2010-09-02(韩国),"['徐英姬', '池成媛', '朴政学', '白秀莲', '黄民浩']",http://www.imdb.com/title/tt1646959
4368,金粉世家,8.1,48463.0,https://movie.douban.com/subject/2157130/,2003-03-20 00:00:00,"['陈坤', '董洁', '舒耀宣', '刘亦菲', '乔振宇']",http://www.imdb.com/title/tt6664800
4369,金色梦乡,8.5,26157.0,https://movie.douban.com/subject/3660428/,2010-01-30(日本),"['堺雅人', '竹内结子', '香川照之', '吉冈秀隆', '滨田岳']",http://www.imdb.com/title/tt1413529
4370,金色池塘,8.8,14577.0,https://movie.douban.com/subject/1293767/,1982-01-22(美国),"['凯瑟琳·赫本', '亨利·方达', '简·方达', 'Doug McKeon', '达布尼·柯尔",http://www.imdb.com/title/tt0082846
4371,金蝉脱壳,7.6,109797.0,https://movie.douban.com/subject/3025447/,2013-10-18(美国),"['2013-11-04(中国大陆)', '西尔维斯特·史泰龙', '阿诺·施瓦辛格', '吉姆·卡",http://www.imdb.com/title/tt1211956
4372,金装四大才子,7.5,22183.0,https://movie.douban.com/subject/2282511/,2000-08-07(香港),"['张家辉', '林家栋', '欧阳震华', '魏骏杰', '关咏荷']",
4373,金装律师第一季,8.5,23248.0,https://movie.douban.com/subject/4842285/,2011-06-23(美国),"['盖布瑞·马赫特', '帕特里克·J·亚当斯', '梅格汉·马克尔', '吉娜·托瑞斯', '里克",http://www.imdb.com/title/tt1632701
4374,金装律师第二季,8.5,12574.0,https://movie.douban.com/subject/10532735/,2012-06-14(美国),"['盖布瑞·马赫特', '帕特里克·J·亚当斯', '里克·霍夫曼', '吉娜·托瑞斯', '莎拉·",http://www.imdb.com/title/tt2263913
4375,金钱帝国,6.3,32654.0,https://movie.douban.com/subject/3647523/,2009-04-30(香港),"['梁家辉', '陈奕迅', '黄秋生', '刘洋', '林保怡']",http://www.imdb.com/title/tt1409831
4376,金钱怪兽,6.9,10698.0,https://movie.douban.com/subject/20365404/,2016-05-12(戛纳电影节),"['2016-05-13(美国)', '乔治·克鲁尼', '朱莉娅·罗伯茨', '杰克·奥康奈尔',",http://www.imdb.com/title/tt2241351
4377,金陵十三钗,8.0,286619.0,https://movie.douban.com/subject/3649049/,2011-12-15(中国大陆),"['2011-12-23(美国)', '克里斯蒂安·贝尔', '倪妮', '张歆怡', '黄天元']",http://www.imdb.com/title/tt1410063
4378,金馆长对金馆长对金馆长,6.3,11343.0,https://movie.douban.com/subject/2063867/,2007-02-08 00:00:00,"['申贤俊', '崔成国', '权伍中', '吴承贤', '郑俊河']",http://www.imdb.com/title/tt0984057
4379,金鸡,8.1,40701.0,https://movie.douban.com/subject/1303630/,2002-12-26(香港),"['吴君如', '曾志伟', '陈奕迅', '刘德华', '梁家辉']",http://www.imdb.com/title/tt0354593
4380,金鸡2,7.2,15105.0,https://movie.douban.com/subject/1305257/,2003-12-24(香港),"['吴君如', '张学友', '杜汶泽', '刘德华', '李心洁']",http://www.imdb.com/title/tt0396030
4381,金鸡SSS,6.3,18419.0,https://movie.douban.com/subject/25703430/,2014-01-30(香港),"['吴君如', '古天乐', '张家辉', '黄子华', '陈奕迅']",http://www.imdb.com/title/tt3451660
4382,釜山行,8.2,282446.0,https://movie.douban.com/subject/25986180/,2016-05-13(戛纳电影节),"['2016-07-20(韩国)', '孔侑', '郑有美', '马东锡', '金秀安']",http://www.imdb.com/title/tt5700672
4383,鉴证实录,8.5,27021.0,https://movie.douban.com/subject/2190925/,1997-12-22(香港),"['陈慧珊', '林保怡', '李珊珊', '何宝生', '陈美琪']",
4384,鉴证实录2,8.2,17668.0,https://movie.douban.com/subject/2190926/,1999-01-04(香港),"['林保怡', '陈慧珊', '李珊珊', '蔡子健', '陈美琪']",
4385,针孔旅馆,6.1,12896.0,https://movie.douban.com/subject/2002954/,2007-04-20 00:00:00,"['Kate Beckinsale', 'Luke Wilson', 'Frank Whaley',",http://www.imdb.com/title/tt0452702
4386,钟无艳,6.7,45149.0,https://movie.douban.com/subject/1308111/,2001-01-18(香港),"['郑秀文', '梅艳芳', '张柏芝', '黄浩然', '林雪']",http://www.imdb.com/title/tt0272362
4387,钟馗伏魔：雪妖魔灵,4.2,55512.0,https://movie.douban.com/subject/25713420/,2015-02-19(中国大陆),"['陈坤', '李冰冰', '赵文瑄', '杨子姗', '包贝尔']",http://www.imdb.com/title/tt3585004
4388,钢之炼金术师,9.2,37316.0,https://movie.douban.com/subject/1433342/,2003-10-04(日本),"['朴璐美', '釘宮理惠', '豊口めぐみ', '日本', '水岛精二']",http://www.imdb.com/title/tt0421357
4389,钢之炼金术师FA,9.4,31968.0,https://movie.douban.com/subject/3430169/,2009-04-05(日本),"['朴璐美', '钉宫理惠', '高本惠', '三木真一郎', '折笠富美子']",http://www.imdb.com/title/tt1355642
4390,钢之炼金术师：香巴拉的征服者,8.3,14691.0,https://movie.douban.com/subject/1448755/,2005-07-23(日本),"['朴璐美', '钉宫理惠', '小栗旬', '大川透', '日本']",http://www.imdb.com/title/tt0485323
4391,钢琴之森,7.8,13220.0,https://movie.douban.com/subject/2287938/,2007-07-21(日本),"['上户彩', '神木隆之介', '福田麻由子', '池肋千鹤', '宫迫博之']",http://www.imdb.com/title/tt1119194
4392,钢琴家,9.0,181867.0,https://movie.douban.com/subject/1296736/,2002-05-24(戛纳电影节),"['2002-09-25(法国)', '艾德里安·布洛迪', '托马斯·克莱舒曼', '艾米莉娅·福",http://www.imdb.com/title/tt0253474
4393,钢琴教师,7.3,31488.0,https://movie.douban.com/subject/1306730/,2001-09-05(法国),"['伊莎贝尔·于佩尔', '伯努瓦·马吉梅', '安妮·吉拉尔多', '苏珊娜·罗莎', '乌多-塞",http://www.imdb.com/title/tt0254686
4394,钢琴课,8.0,61158.0,https://movie.douban.com/subject/1293818/,1993-05-15(戛纳电影节),"['1993-08-05(澳大利亚)', '霍利·亨特', '哈威·凯特尔', '山姆·尼尔', '",http://www.imdb.com/title/tt0107822
4395,钢的琴,8.3,154949.0,https://movie.douban.com/subject/4876722/,2010-09-11(多伦多电影节),"['2011-07-15(中国大陆)', '王千源', '国永振', '张申英', '刘倩']",http://www.imdb.com/title/tt1723118
4396,钢铁侠,7.8,194429.0,https://movie.douban.com/subject/1432146/,2008-04-14(悉尼首映),"['2008-04-30(中国大陆)', '2008-05-02(美国)', '小罗伯特·唐尼', ",http://www.imdb.com/title/tt0371746
4397,钢铁侠2,7.1,144233.0,https://movie.douban.com/subject/3066739/,2010-05-07(中国大陆/美国),"['小罗伯特·唐尼', '格温妮斯·帕特洛', '米基·洛克', '斯嘉丽·约翰逊', '山姆·洛克",http://www.imdb.com/title/tt1228705
4398,钢铁侠3,7.5,190285.0,https://movie.douban.com/subject/3231742/,2013-04-18(伦敦首映),"['2013-05-01(中国大陆)', '2013-05-03(美国)', '小罗伯特·唐尼', ",http://www.imdb.com/title/tt1300854
4399,钢铁苍穹,6.6,36245.0,https://movie.douban.com/subject/3103186/,2012-04-04(德国),"['戈兹·奥托', '茱莉亚·迭泽', '克里斯托弗·卡比', '斯黛芬妮·保罗', '斯洛·派克内",http://www.imdb.com/title/tt1034314
4400,钱学森,6.7,10550.0,https://movie.douban.com/subject/6041200/,2012-03-02(中国大陆),"['陈坤', '张雨绮', '林永健', '尤勇', '张铁林']",http://www.imdb.com/title/tt2566924
4401,铁三角,6.3,19059.0,https://movie.douban.com/subject/1866131/,2007-10-01(中国大陆),"['古天乐', '任达华', '孙红雷', '林家栋', '林熙蕾']",http://www.imdb.com/title/tt0846017
4402,铁娘子：坚固柔情,7.6,51720.0,https://movie.douban.com/subject/3073158/,2012-01-06(英国),"['2013-03-08(中国大陆)', '梅丽尔·斯特里普', '吉姆·布劳德本特', '安东尼·",http://www.imdb.com/title/tt1007029
4403,铁拳,7.2,19496.0,https://movie.douban.com/subject/5446197/,2015-07-24(美国),"['2016-09-02(中国大陆)', '杰克·吉伦哈尔', '福里斯特·惠特克', '瑞秋·麦克",http://www.imdb.com/title/tt1798684
4404,铁拳男人,8.6,25372.0,https://movie.douban.com/subject/1418519/,2005-06-03(美国),"['罗素·克劳', '蕾妮·齐薇格', '保罗·吉亚玛提', '克雷格·比尔克', '帕迪·康斯戴恩",http://www.imdb.com/title/tt0352248
4405,铁甲钢拳,8.2,151066.0,https://movie.douban.com/subject/1972729/,2011-09-06(巴黎首映),"['2011-10-07(美国)', '2011-11-08(中国大陆)', '休·杰克曼', '达",http://www.imdb.com/title/tt0433035
4406,铁皮鼓,8.3,28359.0,https://movie.douban.com/subject/1292207/,1979-05-03 00:00:00,"['马里奥·阿多夫', '安吉拉·温科勒', '大卫·本奈特', '卡特琳娜·塔巴赫', '达尼尔·",http://www.imdb.com/title/tt0078875
4407,铁线虫入侵,6.5,23071.0,https://movie.douban.com/subject/6839145/,2012-06-28(韩国),"['2012-12-06(中国大陆)', '金明民', '金烔完', '文晶熙', '李荷妮']",http://www.imdb.com/title/tt2173024
4408,铁臂阿童木,8.4,14621.0,https://movie.douban.com/subject/1845639/,1963-01-01(日本),"['清水マリ', '田上和枝', '勝田久', '日本', 'Osamu Tezuka']",http://www.imdb.com/title/tt0056739
4409,铁血战士,7.5,15747.0,https://movie.douban.com/subject/1298976/,1987-06-12 00:00:00,"['阿诺·施瓦辛格', '卡尔·韦瑟斯', '艾尔皮迪娅·卡里洛', '比尔·杜克', '杰西·温图",http://www.imdb.com/title/tt0093773
4410,铁血精英,6.5,20788.0,https://movie.douban.com/subject/3775167/,2011-09-23(美国),"['2012-02-17(中国大陆)', '杰森·斯坦森', '克里夫·欧文', '罗伯特·德尼罗'",http://www.imdb.com/title/tt1448755
4411,铁道飞虎,4.7,23804.0,https://movie.douban.com/subject/26389069/,2016-12-23(中国大陆),"['成龙', '黄子韬', '王凯', '王大陆', '徐帆']",http://www.imdb.com/title/tt4687848
4412,铁面人,7.0,13062.0,https://movie.douban.com/subject/1292798/,1998-03-13 00:00:00,"['莱昂纳多·迪卡普里奥', '杰瑞米·艾恩斯', '约翰·马尔科维奇', '杰拉尔·德帕迪约', ",http://www.imdb.com/title/tt0120744
4413,铁齿铜牙纪晓岚,7.8,30476.0,https://movie.douban.com/subject/2248757/,2001-01-08(中国大陆),"['张国立', '王刚', '张铁林', '袁莉', '赵敏芬']",http://www.imdb.com/title/tt3803310
4414,铁齿铜牙纪晓岚2,7.5,14310.0,https://movie.douban.com/subject/2248758/,2002-11-29(中国大陆),"['张国立', '王刚', '张铁林', '中国', '刘家成']",
4415,铜雀台,5.0,39654.0,https://movie.douban.com/subject/6796158/,2012-09-26(中国大陆),"['周润发', '刘亦菲', '苏有朋', '玉木宏', '伊能静']",http://www.imdb.com/title/tt2063013
4416,银之匙,9.2,11107.0,https://movie.douban.com/subject/20491392/,2013-07-11(日本),"['木村良平', '三宅麻理恵', '樱井トオル', '高垣彩阳', '岛崎信长']",http://www.imdb.com/title/tt2909912
4417,银河护卫队,8.0,204678.0,https://movie.douban.com/subject/7065154/,2014-07-21(洛杉矶首映),"['2014-08-01(美国)', '2014-10-10(中国大陆)', '克里斯·普拉特', ",http://www.imdb.com/title/tt2015381
4418,银河系漫游指南,8.1,63928.0,https://movie.douban.com/subject/1292267/,2005-04-20(英国),"['山姆·洛克威尔', '佐伊·丹斯切尔', '茅斯·达夫', '马丁·弗瑞曼', '比尔·奈伊']",http://www.imdb.com/title/tt0371724
4419,银翼杀手,8.1,48528.0,https://movie.douban.com/subject/1291839/,1982-06-25(美国),"['哈里森·福特', '鲁特格尔·哈尔', '肖恩·杨', '爱德华·詹姆斯·奥莫斯', 'M·埃梅",http://www.imdb.com/title/tt0083658
4420,银行匪帮,6.9,13341.0,https://movie.douban.com/subject/3158432/,2010-01-08 00:00:00,"['马特·狄龙', '保罗·沃克', '海登·克里斯滕森', '克里斯·布朗', '佐伊·索尔达娜'",http://www.imdb.com/title/tt1135084
4421,银行大劫案,7.5,31794.0,https://movie.douban.com/subject/1889152/,2008-02-28(英国),"['杰森·斯坦森', '萨弗蓉·布罗斯', '斯蒂芬·坎贝尔·莫尔', '丹尼尔·梅斯', '詹姆斯",http://www.imdb.com/title/tt0200465
4422,银魂,9.6,57551.0,https://movie.douban.com/subject/2057171/,2006-04-04(日本),"['杉田智和', '阪口大助', '钉宫理惠', '中井和哉', '铃村健一']",http://www.imdb.com/title/tt0988818
4423,银魂剧场版：新译红樱篇,9.1,18344.0,https://movie.douban.com/subject/4122194/,2010-04-24(日本),"['2011-12-08(日本动漫节in北京 电影放映会)', '杉田智和', '钉宫理惠', '阪",http://www.imdb.com/title/tt1636780
4424,银魂完结篇：直到永远的万事屋,9.3,22733.0,https://movie.douban.com/subject/11615927/,2013-07-06(日本),"['杉田智和', '钉宫理惠', '阪口大助', '千叶进步', '中井和哉']",http://www.imdb.com/title/tt2374144
4425,银魂第二季,9.7,27115.0,https://movie.douban.com/subject/4888015/,2011-04-04(日本),"['杉田智和', '阪口大助', '钉宫理惠', '石田彰', '中井和哉']",http://www.imdb.com/title/tt1889826
