imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
,,,33272,零号病人,(尚未上映),,https://movie.douban.com/subject/26268574/,2017-02-17(美国),"['娜塔莉·多默尔', '马特·史密斯', '克莱夫·斯坦登', '斯坦利·图齐', '约翰·C·布"
,,,33273,零地带：活尸进攻,(评价人数不足),,https://movie.douban.com/subject/2264865/,Scott Davis,"['Barbara Dow', 'Lorraine Dowdy', '美国', 'Matt Devl"
,,,33274,零度以下的生活第一季,(评价人数不足),,https://movie.douban.com/subject/24718843/,42409,"['加拿大', '零度以下的生活']"
,,,33279,零异频道第二季,(尚未上映),,https://movie.douban.com/subject/26857669/,艾米·弗塞斯,"['约翰·卡洛·林奇', 'Jeff Ward', '美国', 'Steven Piet', '零异"
,,,33281,零日漏洞：网络空间的金矿,(评价人数不足),,https://movie.douban.com/subject/26675779/,荷兰,"['Hans Busstra', '48分钟', '零日漏洞：网络空间的金矿', '英语']"
,,,33290,雷公弹,(评价人数不足),,https://movie.douban.com/subject/1301182/,1974-12-20 00:00:00,"['理查德·哈里斯', '奥马尔·沙里夫', '戴维·海明斯', '安东尼·霍普金斯', '英国']"
,,,33294,雷姆,(评价人数不足),,https://movie.douban.com/subject/25836132/,Rem Koolhaas 雷姆库哈斯,"['荷兰', '美国', 'Tomas Koolhaas 托马斯库哈斯', '雷姆', '传记']"
,,,33295,雷撃隊出動,(评价人数不足),,https://movie.douban.com/subject/6730703/,1944-12-07 00:00:00,"['大河内傳次郎', '藤田進', '森雅之', '日本', '山本嘉次郎']"
,,,33300,雷神3：诸神的黄昏,(尚未上映),,https://movie.douban.com/subject/25821634/,2017-11-03(美国),"['克里斯·海姆斯沃斯', '汤姆·希德勒斯顿', '马克·鲁弗洛', '凯特·布兰切特', '伊德"
,,,33301,雷神成人版,(评价人数不足),,https://movie.douban.com/subject/26370374/,2012-06-01 00:00:00,"['丹尼·芒坦', '珍娜·普雷斯利', '亚历克茜·德克萨丝', '伊万·斯通', '莱克茜·贝莉"
,,,33309,雷速登翼飞冲天,(评价人数不足),,https://movie.douban.com/subject/6982562/,2011-10-31 00:00:00,"['中国大陆', '汉语普通话']"
,,,33311,雷速登闪电冲线2,(评价人数不足),,https://movie.douban.com/subject/10728467/,中国大陆,"['24分钟', '动画', '汉语普通话']"
,,,33312,雷速登闪电冲线第3部,(评价人数不足),,https://movie.douban.com/subject/20376783/,41214,"['中国大陆', '动画', '汉语普通话']"
,,,33320,雷霆特警,(评价人数不足),,https://movie.douban.com/subject/3339184/,黄秋生,"['杨丽菁', '卢惠光', '香港', '高飞', '高飞 Phillip Ko']"
,,,33323,雷霆终结者,(评价人数不足),,https://movie.douban.com/subject/1307243/,1995-09-05 00:00:00,"['Ken Olandt', '克里斯汀·达尔顿', '亚当·鲍德温', 'Matthias Hue"
,,,33341,震撼世界的长征,(评价人数不足),,https://movie.douban.com/subject/26897030/,2016-10-17 00:00:00,"['白灵', '中国大陆', '50分钟', '纪录片', '汉语普通话']"
,,,33352,霍普金斯医院,(评价人数不足),,https://movie.douban.com/subject/3335219/,2008-06-26 00:00:00,"['Avedis Meneshian', 'Megan Quick', 'Brian Bethea'"
,,,33371,霸天狼,(尚未上映),,https://movie.douban.com/subject/26753020/,中国大陆,"['李晨', '动作', '战争', '汉语普通话']"
,31,2.8,33375,霸道总裁别惹我,(评价人数不足),,https://movie.douban.com/subject/26421072/,2015-06,"['张亚飞', '陈佩珊', '王宇泽', '中国大陆', '郑睿']"
,129,8.5,33385,霹雳天命之仙魔鏖锋,(评价人数不足),,https://movie.douban.com/subject/26883041/,2016-10-07 00:00:00,"['台湾', '王嘉祥', '60分钟', '霹雳天命之仙魔鏖锋', '奇幻']"
,,,33404,霹雳行动,(评价人数不足),,https://movie.douban.com/subject/4237772/,1977-07-11(瑞典),"['Yehoram Gaon', '吉拉·阿尔玛戈', '阿西·达扬', '以色列', '米纳罕·戈"
,828,7.3,33416,青之驱魔师京都不净王篇,(尚未上映),,https://movie.douban.com/subject/26828027/,2017-01,"['冈本信彦', '福山润', '喜多村英梨', '花泽香菜', '佐藤利奈']"
,,,33433,青年警察,(尚未上映),,https://movie.douban.com/subject/26892281/,朴叙俊,"['姜河那', '韩国', '김주환', '青年警察']"
,783,6.4,33434,青恋,(尚未上映),,https://movie.douban.com/subject/26894468/,2017-01,"['佐仓绫音', '木村珠莉', '井泽诗织', '三上枝织', '日本']"
,28,6.9,33436,青春100公里,(评价人数不足),,https://movie.douban.com/subject/26742711/,2016-04-09(日本),"['上原亚衣', '日本', '平野胜之', '120分钟', '青春100公里']"
,,,33451,青春告白,(评价人数不足),,https://movie.douban.com/subject/25910092/,2014-06-20 00:00:00,"['赵光辉', '修一', '卢晓炜', '王浩', '张圆']"
,,,33464,青春指南,(评价人数不足),,https://movie.douban.com/subject/25662392/,洪紫琳,"['中国大陆', '张帆', '张帆 Fan Zhang', '汉语普通话']"
,,,33465,青春摇滚,(评价人数不足),,https://movie.douban.com/subject/1548785/,1992-10-31 00:00:00,"['浅野忠信', '石田百合子', '林泰文', '日本', '大林宣彦']"
,42,5.3,33473,青春未央,(评价人数不足),,https://movie.douban.com/subject/26611669/,张予曦,"['汪东城 ', '张辛苑', '刘恬汝', '中国大陆', '田原']"
,,,33477,青春沙滩,(评价人数不足),,https://movie.douban.com/subject/2054356/,2006-01-05 00:00:00,"['Steve Byers ...  Jason Tanner (26 episodes, 2006"
,662,5.8,33479,青春演绎,(评价人数不足),,https://movie.douban.com/subject/4901503/,董洁,"['吴禺男', '黄燎原', '中国大陆', '金琛', '陈大联']"
,,,33488,青春祭:綠洲山莊的故事,(评价人数不足),,https://movie.douban.com/subject/11593112/,台湾,"['陳麗貴', '32分鐘', '纪录片', '汉语普通话']"
,,,33498,青春迷航,(评价人数不足),,https://movie.douban.com/subject/1301722/,1997-09-19 00:00:00,"['Jeremy Davies', 'Ben Affleck', 'Rose McGowan', '"
,,,33503,青果校园,(评价人数不足),,https://movie.douban.com/subject/4845432/,2008-05,"['中国大陆', '陈明', '普通话/国语']"
,,,33506,青泥岭,(评价人数不足),,https://movie.douban.com/subject/26914694/,2016-11-14 00:00:00,"['中国大陆', '李妍', '纪录片', '汉语普通话']"
,,,33535,青蛙军曹第五季,(评价人数不足),,https://movie.douban.com/subject/26815871/,2008-04-05 00:00:00,"['渡边久美子', '小樱悦子', '中田让治', '子安武人', '草尾毅']"
,49,8.6,33536,青蛙军曹第四季,(评价人数不足),,https://movie.douban.com/subject/26288938/,2007.4,"['渡辺久美子  小桜エツ子 小樱悦子', '子安武人 草尾毅 中田让治', '日本', 'www."
,48,6.0,33548,青鬼THEANIMATION,(尚未上映),,https://movie.douban.com/subject/26882314/,日本,"['动画', '悬疑', '惊悚', '日语']"
,42,6.2,33550,青魇,(评价人数不足),,https://movie.douban.com/subject/25971065/,绮语配音社,"['中国大陆', '裴琦伶', '曹禹欣', '7分57秒', '动画']"
,,,33553,青龙教堂,(评价人数不足),,https://movie.douban.com/subject/25856358/,中国大陆,"['朱永涛', '90分钟', '纪录片', '汉语普通话']"
,,,33567,静音,(尚未上映),,https://movie.douban.com/subject/3824344/,保罗·路德,"['亚历山大·斯卡斯加德', '山姆·洛克威尔', '贾斯汀·塞洛克斯', '英国', '邓肯·琼斯"
,36095,6.4,33576,非凡任务,(尚未上映),,https://movie.douban.com/subject/26616690/,2017-04-01(中国大陆),"['黄轩', '段奕宏', '郎月婷', '祖峰', '邢佳栋']"
,,,33578,非凡工程狂想曲第二季,(评价人数不足),,https://movie.douban.com/subject/25987736/,美国,"['非凡工程狂想曲', '非凡工程狂想曲', '纪录片', '英语']"
,,,33581,非凡的狗儿第一季,(评价人数不足),,https://movie.douban.com/subject/26337978/,2011-02-01 00:00:00,"['英国', '非凡的狗儿', '25分钟', '非凡的狗儿', '纪录片']"
,,,33611,非我莫属,(评价人数不足),,https://movie.douban.com/subject/25904355/,赵冉,"['中国大陆', '杜奇泉', '喜剧', '汉语普通话']"
,,,33640,面具头,(评价人数不足),,https://movie.douban.com/subject/5162960/,美国,"['USA: 88 分钟', '面具头', '恐怖', 'Scott Swan', '英语']"
,22,8.7,33653,革命与浪漫：十九世纪的音乐大师,(评价人数不足),,https://movie.douban.com/subject/26785746/,2016-03-31 00:00:00,"['Suzy Klein', 'Ian Bostridge', '英国', '', '1hr']"
,,,33668,韩国企业经营者们的苦斗,(评价人数不足),,https://movie.douban.com/subject/26895964/,2016-04-10(日本),"['日本', '韩国企业经营者们的苦斗', '日语']"
,,,33669,韩国信用卡破产真相追踪,(评价人数不足),,https://movie.douban.com/subject/5285682/,2000-01-01 00:00:00,"['日本', 'NHK', '韩国信用卡破产真相追踪', '纪录片', '朝鲜语']"
,,,33675,韩塞尔和葛雷特的格林世界大冒险,(尚未上映),,https://movie.douban.com/subject/25748618/,美国,"['亨利·塞利克', '韩塞尔和葛雷特的格林世界大冒险', '奇幻', 'John W. Mann'"
,,,33680,韩赛尔与格蕾特：女巫猎人2,(评价人数不足),,https://movie.douban.com/subject/25735447/,美国,"['托米·维尔科拉', '韩赛尔与格蕾特：女巫猎人2', '动作', '奇幻', '英语']"
,,,33690,音乐江湖,(评价人数不足),,https://movie.douban.com/subject/19998201/,2016-11-09(中国大陆),"['薛之谦', '黄龄', '黄一琳', '袁嘉乐', '尹玲']"
,,,33694,音叉,(评价人数不足),,https://movie.douban.com/subject/26184553/,2014-10-30 00:00:00,"['金民相', '赵安', '韩国', '秋昌禄', '105分钟']"
,,,33697,音魂掠影,(评价人数不足),,https://movie.douban.com/subject/25735492/,2016-04-30(意大利),"['恩尼奥·莫里康内', '意大利', '罗马尼亚', '朱塞佩·托纳多雷', '音魂掠影']"
,,,33699,顶峰,(评价人数不足),,https://movie.douban.com/subject/25778489/,2016-07(中国大陆),"['古天乐', '中国大陆', '黄真真', '爱情', '科幻']"
,,,33703,项塔兰,(尚未上映),,https://movie.douban.com/subject/1765017/,乔尔·埃哲顿,"['美国', 'Peter Weir', '项塔兰', 'Eric Roth', '英语']"
,160,5.9,33705,项目：S.E.R.A.,(评价人数不足),,https://movie.douban.com/subject/21328073/,Julia Voth,"['Dennis Keiffer', 'Victor Webster', '美国', 'Ben Ho"
,,,33706,顺从,(评价人数不足),,https://movie.douban.com/subject/26896128/,2016-11-17(韩国),"['韩国', '88分钟', '顺从', '剧情', '纪录片']"
,,,33710,须德海,(评价人数不足),,https://movie.douban.com/subject/1821403/,工人,"['土地', '荷兰', '尤里斯·伊文思', '26分钟', '须德海']"
,,,33716,顽皮鬼2,(评价人数不足),,https://movie.douban.com/subject/6974540/,2009-10-01(泰国),"['Kohtee Aramboy', '苏达拉·布查蓬', 'Yingsak Chonglertje"
,,,33718,顾爷玩爆意大利,(评价人数不足),,https://movie.douban.com/subject/26890370/,2016-10-10 00:00:00,['中国大陆']
,,,33728,领袖,(评价人数不足),,https://movie.douban.com/subject/21359395/,2014-04-28 00:00:00,"['王霙', '郭广平', '温峥嵘', '郝刚', '侯祥玲']"
,,,33734,额外奖赏,(评价人数不足),,https://movie.douban.com/subject/26915040/,肖恩·凯瑞,"['Byron Noble', 'Patricia Trinh', 'Canada', 'David"
,,,33748,风中有朵雨做的云,(尚未上映),,https://movie.douban.com/subject/26728669/,井柏然,"['马思纯', '秦昊', '宋佳', '陈妍希', '舒淇']"
,543,5.7,33771,风夏,(尚未上映),,https://movie.douban.com/subject/26848506/,2017-01-06 00:00:00,"['小林裕介', 'Lynn', '早见沙织', '齐藤壮马', '兴津和幸']"
,,,33780,风暴之舰,(评价人数不足),,https://movie.douban.com/subject/3120476/,1995-10,"['哈尔·霍尔布鲁克', '美国', 'Greg MacGillivray', '38 分钟', '"
,,,33789,风月女教授,(评价人数不足),,https://movie.douban.com/subject/3127436/,西德,"['Hans Billian', '风月女教授', 'Adult', '喜剧', '德语']"
,,,33790,风林火山,(尚未上映),,https://movie.douban.com/subject/26351864/,梁家辉,"['金城武', '惠英红', '杨恭如', '香港', '麦浚龙']"
,184,7.1,33794,风河谷,(尚未上映),,https://movie.douban.com/subject/26389601/,杰瑞米·雷纳,"['伊丽莎白·奥尔森', '乔·博恩瑟', '茱莉亚·琼斯', '凯尔西·周 ', '吉尔·伯明翰'"
,44,6.2,33797,风流女谍,(评价人数不足),,https://movie.douban.com/subject/2890907/,傅艺伟,"['武松孝章', '李仁堂', '凌子风', '中国大陆', '都郁']"
,,,33799,风流小站,(评价人数不足),,https://movie.douban.com/subject/26285168/,王国强、申芳红、朱玉荣,"['中国大陆', '陈鲁', '剧情', '蒋迅', '潇文']"
,28,8.9,33805,风的电话,(评价人数不足),,https://movie.douban.com/subject/26909421/,2016-03-10 00:00:00,"['日本', 'NHK', '49分钟', '风的电话', '日语']"
,,,33808,风筝与风,(评价人数不足),,https://movie.douban.com/subject/25908048/,凡恩,"['赵建波', '邵在春', '中国大陆', '尹国才', '剧情']"
,32,6.0,33809,风筝奇缘,(评价人数不足),,https://movie.douban.com/subject/5294293/,2004-06-01 00:00:00,"['邱心志', '李佳麟', '高秀敏', '中国大陆', '张多福']"
,,,33812,风起梧桐,(评价人数不足),,https://movie.douban.com/subject/25966035/,2014-08-20 00:00:00,"['李子越', '刘冠华', '单志超', '徐也舒', '庄泽锴']"
,30,6.6,33816,风险,(评价人数不足),,https://movie.douban.com/subject/26630761/,2016-05-19(戛纳电影节),"['朱利安·阿桑奇', '美国', '德国', '劳拉·珀特阿斯', '97分钟']"
,12433,9.7,33827,风骚律师第三季,(尚未上映),,https://movie.douban.com/subject/26748847/,2017-02(美国),"['鲍勃·奥登科克', '美国', '文斯·吉里根', '风骚律师', '风骚律师']"
,418,6.7,33834,飓风营救第一季,(尚未上映),,https://movie.douban.com/subject/26614609/,2017-02-27(美国),"['詹妮弗·比尔斯', '克莱夫·斯坦登', '盖乌斯·查尔斯', '莫尼克·加布里埃拉·库尔内',"
,,,33840,飙速宅男Re:ROAD,(评价人数不足),,https://movie.douban.com/subject/26430089/,2015-06-12 00:00:00,"['山下大輝', '鳥海浩輔', '福島潤', '日本', '鍋島修']"
,235,7.6,33842,飙速宅男第三季,(尚未上映),,https://movie.douban.com/subject/26635333/,2017-01-10 00:00:00,"['山下大辉', '鸟海浩辅', '福岛润', '岸尾大辅', '松冈祯丞']"
,,,33890,飞天窑女,(评价人数不足),,https://movie.douban.com/subject/26928477/,2016-12-16(中国大陆),"['袁弘', '姜冰洁', '周沐杰', '鞠仁曦', '中国大陆']"
,,,33899,飞来电子狗,(评价人数不足),,https://movie.douban.com/subject/20515223/,美国,"['Andrew Atteberry', '6分', '飞来电子狗', '动画', '英语']"
,29,5.5,33906,飞碟，我靠！,(评价人数不足),,https://movie.douban.com/subject/26756913/,2015-04-02 00:00:00,"['Josh Connolly', '美国', '凯文·瑞恩·康纳利', '5分25秒', '飞碟，"
,31,7.2,33933,飞越山西,(评价人数不足),,https://movie.douban.com/subject/26794254/,2014-09-30(山西卫视),"['中国大陆', '郝延伟', '25分钟', '汉语普通话']"
,,,33935,飞越未来第一季,(评价人数不足),,https://movie.douban.com/subject/26087678/,美国,"['飞越未来', '30分钟', '飞越未来', '喜剧', '奇幻']"
,,,33959,飞龙红云山之侠女报仇,(评价人数不足),,https://movie.douban.com/subject/24883781/,苍井空,"['岩本淳也', '松田贤二', '日本', '谷垣健治', '71分钟']"
,,,33960,食为天,(评价人数不足),,https://movie.douban.com/subject/26919573/,中国大陆,"['商明', '63分钟', '食为天', '纪录片', '汉语普通话']"
,475,2.5,33963,食人岛,(评价人数不足),,https://movie.douban.com/subject/26840300/,2016-12-02(中国大陆),"['娄淇', '杨凯迪', '谢波', '吴荻', '杨迪']"
,,,33968,食人族2,(评价人数不足),,https://movie.douban.com/subject/26373543/,意大利,"['91min', '食人族2', '冒险', '恐怖', '英语']"
,,,33971,食人族的禁忌,(评价人数不足),,https://movie.douban.com/subject/4238885/,Scott Carson,"['保罗·罗根', 'Ashlie Rhey', 'Neil Delama', 'Regina Ru"
,37,5.1,33973,食人村2000,(评价人数不足),,https://movie.douban.com/subject/2267710/,1999-04-09 00:00:00,"['Achim Kohlhase', 'Andre Sobottka', 'Dirk Thies',"
,,,33984,食品产业的未来,(评价人数不足),,https://movie.douban.com/subject/26680451/,2015-11-23 00:00:00,"['英国', '', '60分钟', '食品产业的未来', '纪录片']"
,,,33989,食尸者学校,(评价人数不足),,https://movie.douban.com/subject/5114568/,Joe Franklin,"['William Friedman', 'Scott Gordon', '美国', ""Timoth"
,43,7.3,33996,食指,(评价人数不足),,https://movie.douban.com/subject/10527206/,食指（郭路生）,"['中国大陆', '蒋志', '45分钟', '食指', '纪录片']"
,,,34003,食物大战,(评价人数不足),,https://movie.douban.com/subject/1951050/,2012-05-03(俄罗斯),"['2013-02-12(美国)', '希拉里·达芙', '海莉·达芙', '查理·辛', '伊娃·"
,,,34005,食物真相第一季,(评价人数不足),,https://movie.douban.com/subject/26738573/,Kate Quilton,"['英国', '食物真相', '食物真相', '纪录片', '英语']"
,,,34012,食通街第二季,(评价人数不足),,https://movie.douban.com/subject/25853628/,James Cunningham,"['加拿大', '食通街', '食通街']"
,48,6.1,34015,餸,(评价人数不足),,https://movie.douban.com/subject/26898871/,李卓安,"['谭斯明', '梁毅峰', '陈琪辉', '中国大陆', '吴珏林']"
,,,34017,饥荒,(评价人数不足),,https://movie.douban.com/subject/6848672/,加拿大,"['Ryan Nicholson', '饥荒', '恐怖', 'Ryan Nicholson', """
,,,34030,饮食文化,(评价人数不足),,https://movie.douban.com/subject/25768229/,美国,"['25分钟', '饮食文化', '纪录片', '英语']"
,,,34039,饿梦,(评价人数不足),,https://movie.douban.com/subject/26842589/,中国大陆,"['程思旭', '2分20秒', '喜剧', '动画', '短片']"
,,,34046,首都高速4,(评价人数不足),,https://movie.douban.com/subject/25865326/,1992-04-09 00:00:00,"['榊原利彦', '宮本佳杳', '北代隼人', '土屋圭一', '日本']"
,,,34047,首領（ドン）の女２,(评价人数不足),,https://movie.douban.com/subject/26942602/,中島宏海,"['川野太郎', '渡辺裕之', '金山一彦', '菅田俊', '日本']"
,,,34055,香格里拉神秘之猴,(评价人数不足),,https://movie.douban.com/subject/26644582/,2015-04-29(美国),"['BD Wong（Narrator）', '中国大陆', 'Jacky Poon', '54分钟（"
,,,34056,香榭丽舍大街,(评价人数不足),,https://movie.douban.com/subject/1868386/,法国,"['Louis Lumière', '香榭丽舍大街', '纪录片', '短片']"
,,,34064,香港大事回顾全纪录,(评价人数不足),,https://movie.douban.com/subject/26022302/,趙麗如（主持）,"['李臻（主持）', '香港', 'TVB新闻部', '香港大事回顾全纪录', '历史']"
,,,34065,香港奇案之AK47,(评价人数不足),,https://movie.douban.com/subject/26292699/,尹天照,"['鄧浩光', '吳毅將', '香港', '鄧衍成', '香港奇案之AK47']"
,,,34066,香港奇案之女星何价,(评价人数不足),,https://movie.douban.com/subject/26786404/,翁虹,"['黄允材', '邱月清', '孙明翠', '梁珊', '香港']"
,,,34067,香港奇案之邪教追魂,(评价人数不足),,https://movie.douban.com/subject/26813145/,陈洁灵,"['秦沛', '莫家尧', '李咏汉', '香港', '邓衍成']"
,,,34069,香港奇案北地胭脂,(评价人数不足),,https://movie.douban.com/subject/26292700/,劉玉婷,"['孫名翠', '黃霑', '陳佩珊', '香港', '陳湘娟']"
,,,34070,香港奇案血纸盒,(评价人数不足),,https://movie.douban.com/subject/25719282/,江华,"['韩义生', '陈冬梅', '香港', '邓衍成', '90分钟（香港）']"
,,,34071,香港奇案：惊天大阴谋,(目前无 ),,https://movie.douban.com/subject/26890223/,郑君铁,"['韩义生', '何柏光', '莫燕嫦', '香港', '邓衍成']"
,,,34089,香草之外,(评价人数不足),,https://movie.douban.com/subject/1920994/,2001-09-27 00:00:00,"['美国', 'Claes Lilja', '香草之外', '纪录片', 'Claes Lilja'"
,,,34094,香蕉的混蛋,(评价人数不足),,https://movie.douban.com/subject/26381785/,葡萄牙,"['16min', '香蕉的混蛋', '喜剧', '恐怖', '短片']"
,,,34099,马丁·海德格尔：在思想之路上,(评价人数不足),,https://movie.douban.com/subject/2333741/,海德格尔（Martin Heidegger）,"['德国', '马丁·海德格尔：在思想之路上', '德语']"
,,,34103,马克2,(尚未上映),,https://movie.douban.com/subject/26292796/,2021-03-19 00:00:00,"['萧寒', '阿白', '程小挑', '星子', '胡小艮']"
,47,6.4,34106,马克思和莱昂的疯狂故事,(评价人数不足),,https://movie.douban.com/subject/26844773/,2016-10-05(法国),"['格雷瓜尔·鲁迪格', 'David Marsais', '克里斯多弗·兰伯特', 'Floren"
,,,34110,马兰花开,(评价人数不足),,https://movie.douban.com/subject/3838052/,1956-05,"['秦怡', '高博', '浦克', '穆宏', '黄非']"
,,,34117,马古先生之仲夏夜之梦,(评价人数不足),,https://movie.douban.com/subject/26543050/,美国,"['Abe Levitow', '30分钟', '马古先生之仲夏夜之梦', '动画', 'Willi"
,,,34145,马拉泰斯塔的血腥嘉年华,(评价人数不足),,https://movie.douban.com/subject/6383443/,Janine Carazo,"['Jerome Dempsey', 'Daniel Dietrich', '美国', 'Chris"
,,,34146,马提尼,(评价人数不足),,https://movie.douban.com/subject/1422893/,1993-01-29 00:00:00,"['约翰·古德曼', '凯西·莫拉蒂', '西蒙·芬顿', '欧姆里·卡兹', '莉萨·雅克布']"
,23,7.9,34150,马斯尔肖尔斯录音室,(评价人数不足),,https://movie.douban.com/subject/20451123/,格雷格·奥尔曼,"['博诺', 'Jesse Boyce', '美国', ""Greg 'Freddy' Camalie"
,32,5.8,34162,马桶妖怪3,(评价人数不足),,https://movie.douban.com/subject/5115255/,1991-09-18 00:00:00,"['凯文·麦卡锡', 'Evan MacKenzie', '伊芙·拉茹', '帕特里克·莱比奥托',"
,,,34163,马桶妖怪4,(评价人数不足),,https://movie.douban.com/subject/5111638/,1994-08-17 00:00:00,"['彼得·利亚皮斯', '芭芭拉·阿琳·伍兹', '托尼·考克斯', 'Arturo Gil', '"
,,,34170,马男波杰克第四季,(尚未上映),,https://movie.douban.com/subject/26842335/,2017-07(美国),"['美国', '马男波杰克', '马男波杰克', '剧情', '喜剧']"
,34,6.2,34176,马赛之路,(评价人数不足),,https://movie.douban.com/subject/1296068/,1944-03-11 00:00:00,"['亨弗莱·鲍嘉', '克劳德·雷恩斯', '米歇尔·摩根', '美国', '迈克尔·柯蒂斯']"
,,,34177,马赛克少女,(尚未上映),,https://movie.douban.com/subject/26844905/,中国大陆,"['翟义祥', '汉语普通话']"
,,,34205,驯马师的爱情故事,(评价人数不足),,https://movie.douban.com/subject/25711669/,1983-08-05(印度),"['桑尼·戴尔', '阿莫瑞塔·金格', '山米·卡帕尔', 'Nirupa Roy', 'Prem"
,,,34214,驯龙高手3,(尚未上映),,https://movie.douban.com/subject/19899707/,2019-03-01(美国),"['杰伊·巴鲁切尔', '克里斯汀·韦格', '凯特·布兰切特', '杰拉德·巴特勒', '乔纳·希"
,,,34218,驱魔人成人版,(评价人数不足),,https://movie.douban.com/subject/7004226/,Joanna Angel,"['Tommy Pistol', 'Kylee Kross', '美国', 'Doug Sakman"
,,,34238,骄阳哥的痴人说梦,(评价人数不足),,https://movie.douban.com/subject/26932880/,2016-12-23 00:00:00,"['王鹏', '卢洋', '李沁', '中国大陆', '王鹏']"
,101,4.9,34247,骇故事之凶宅,(评价人数不足),,https://movie.douban.com/subject/26924737/,2016-12-01(中国大陆),"['夏望', '魏星', '范晓东', '周浩晖', '陈慧雯']"
,195,6.4,34248,骇故事之女舍惊魂,(评价人数不足),,https://movie.douban.com/subject/26938770/,2016-12-22(中国大陆),"['王玲玉', '王予抒', '严若君', '孙瑜', '朱志可']"
,52,5.7,34249,骇故事之往生刑,(评价人数不足),,https://movie.douban.com/subject/26934290/,2016-12-15(中国大陆),"['葛布', '宣言', '韩辰辉', '于函冰', '张翊峰']"
,157,6.4,34251,骇故事之招魂,(评价人数不足),,https://movie.douban.com/subject/26857617/,2016-11-10(中国大陆),"['葛布', '中国大陆', '皮查农·塔玛杰拉', '90分钟', '悬疑']"
,,,34255,验尸官第一季,(评价人数不足),,https://movie.douban.com/subject/26666608/,2015-11-16(英国),"['克莱尔·古斯', '比蒂·埃德尼', '英国', 'Ian Barber', '验尸官']"
,,,34277,骨,(评价人数不足),,https://movie.douban.com/subject/26924327/,2016-08-18 00:00:00,"['日本', 'Dario Imbrogno', '3分钟', '骨', '动画']"
,86,6.7,34278,骨妹,(评价人数不足),,https://movie.douban.com/subject/26761978/,2016-12-12(澳门国际影展),"['梁咏琪', '廖子妤', '余香凝', '朱鉴然', '陈蕾']"
,32,7.7,34286,高、低与脆弱之间,(评价人数不足),,https://movie.douban.com/subject/1420216/,1995-04-12 00:00:00,"['玛丽安娜·德尼库尔', '娜塔莉·理查德', '萝伦丝·柯德', '安娜·卡里娜', '布鲁诺·"
,,,34301,高压线与他的喵,(评价人数不足),,https://movie.douban.com/subject/26416348/,2014-10-31 00:00:00,"['Manchu Manoj', 'Jagapati Babu', 'Rakul Preet Sin"
,,,34305,高地：苏格兰的野生心灵第一季,(评价人数不足),,https://movie.douban.com/subject/26811758/,伊万·麦克格雷格,"['英国', '', '高地：苏格兰的野生心灵', '纪录片', '英语']"
,,,34346,高潮,(评价人数不足),,https://movie.douban.com/subject/26381708/,2015-06-04 00:00:00,"['Fiorella de Ferrari', 'Claudia Ruiz del Castillo"
,,,34354,高级军妓,(评价人数不足),,https://movie.douban.com/subject/4046766/,Laura Angel,"['Carmela Borriello', 'Philippe Dean', 'Rodolph De"
,6285,5.6,34359,高能少年团,(尚未上映),,https://movie.douban.com/subject/26933239/,王俊凯,"['刘昊然', '张一山', '董子健', '中国大陆', '真人秀']"
,,,34368,高速战队涡沦连者,(评价人数不足),,https://movie.douban.com/subject/3591186/,1989-02-25 00:00:00,"['佐藤健太', '我那覇文章', '朝倉圭矢', '日本', '長石多可男']"
,,,34373,鬣狗人,(评价人数不足),,https://movie.douban.com/subject/5200261/,克丽丝塔·卡贝尔,"['科斯塔斯·曼迪勒', '美国', 'Eric Weston', '鬣狗人', '惊悚']"
,,,34393,鬼发烧,(评价人数不足),,https://movie.douban.com/subject/5047536/,美国,"['86 分钟', '鬼发烧', '喜剧', '恐怖', 'Oscar Brodney']"
,7701,2.8,34396,鬼吹灯之牧野诡事,(尚未上映),,https://movie.douban.com/subject/26711098/,王大陆,"['金晨', '王栎鑫', '中国大陆', '赵小溪', '赵小鸥']"
,,,34401,鬼哭神嚎：觉醒,(尚未上映),,https://movie.douban.com/subject/6434464/,2017-01-06(美国),"['贝拉·索恩', '卡梅隆·莫纳汉', '詹妮弗·杰森·李', '泰勒·斯波瑞特勒', '托马斯·"
,,,34402,鬼地震,(评价人数不足),,https://movie.douban.com/subject/20495651/,2012-08-25 00:00:00,"['迈克·康纳·盖尼', 'Lauren Pennington', '肖恩 C.菲利普斯', 'Un"
,,,34406,鬼太郎第五季,(评价人数不足),,https://movie.douban.com/subject/3035146/,2007-04-01 00:00:00,"['高山南', '日本', '鬼太郎 第五季', '动画', '水木茂 Shigeru Mizuki"
,,,34429,鬼屋恐怖：吸血洋娃娃,(评价人数不足),,https://movie.douban.com/subject/3236010/,1970-07-04 00:00:00,"['中村敦夫', '小林夕岐子', '松尾嘉代', '日本', '山本迪夫']"
,,,34434,鬼巢,(评价人数不足),,https://movie.douban.com/subject/4133242/,Robin Groves,"['Christopher Loomis', 'Michael David Lally', '约翰·"
,1006,8.6,34436,鬼平犯科帳,(尚未上映),,https://movie.douban.com/subject/26865311/,2017-01-09 00:00:00,"['堀内贤雄', '浪川大辅', '朴璐美', '日本', 'onihei-anime.com']"
